AttendanceID,EmployeeID,Date,CheckInTime,CheckOutTime,Status,WorkHours,OvertimeHours
400,686,2024-05-22,02:27:25,20:49:58,Half-day,0.0,0.0
401,661,2023-06-12,19:52:49,07:56:52,Half-day,0.0,0.0
402,685,2024-01-25,19:26:39,06:45:36,Late,0.0,0.0
403,653,2024-02-28,11:12:14,05:29:48,Present,4.25,0.52
404,675,2023-12-13,12:27:37,20:49:27,Absent,0.0,0.0
405,673,2023-12-09,13:49:20,15:30:04,Half-day,0.0,0.0
406,668,2023-09-27,14:06:35,12:24:30,Present,6.76,0.5
407,697,2023-08-11,16:55:42,03:29:59,Present,7.21,0.0
408,680,2023-06-18,05:28:51,08:43:22,Present,5.13,0.69
409,666,2024-01-10,00:13:12,22:20:24,Present,7.01,0.64
410,661,2023-06-18,18:52:43,16:14:37,Half-day,0.0,0.0
411,669,2024-01-25,15:03:14,23:39:45,Absent,0.0,0.0
412,699,2023-05-30,02:47:00,04:12:42,Half-day,0.0,0.0
413,652,2024-01-17,15:23:02,00:33:05,Present,7.84,0.93
414,699,2023-05-26,20:09:07,11:42:18,Present,4.75,0.63
415,679,2023-12-23,21:05:21,00:56:26,Half-day,0.0,0.0
416,688,2024-01-22,07:02:44,09:21:43,Late,0.0,0.0
417,654,2024-03-06,08:27:09,15:56:36,Present,4.22,0.0
418,694,2023-07-04,00:38:54,19:28:59,Absent,0.0,0.0
419,690,2024-05-08,10:19:30,05:45:40,Absent,0.0,0.0
420,662,2024-04-16,17:49:51,12:37:22,Present,4.57,0.0
421,725,2023-09-07,06:26:57,16:33:11,Half-day,0.0,0.0
422,731,2024-05-18,19:46:59,21:20:38,Late,0.0,0.0
423,742,2023-07-18,22:25:23,20:24:54,Half-day,0.0,0.0
424,741,2024-04-14,00:37:42,01:18:03,Present,7.99,0.0
425,715,2023-08-10,09:39:14,01:40:33,Present,7.42,0.0
426,730,2023-07-14,21:22:10,06:28:20,Half-day,0.0,0.0
427,748,2023-12-29,15:35:49,02:48:58,Absent,0.0,0.0
428,736,2024-03-28,06:31:41,21:01:15,Half-day,0.0,0.0
429,717,2023-06-24,10:15:23,05:20:51,Absent,0.0,0.0
430,716,2023-11-14,15:40:03,15:40:21,Absent,0.0,0.0
431,727,2023-08-02,17:28:37,15:34:25,Half-day,0.0,0.0
432,721,2024-04-04,03:21:57,17:57:45,Half-day,0.0,0.0
433,732,2023-12-18,06:19:36,23:25:36,Absent,0.0,0.0
434,719,2023-09-19,17:48:57,00:15:36,Absent,0.0,0.0
435,705,2024-05-21,14:29:58,14:09:38,Half-day,0.0,0.0
436,714,2024-02-20,20:07:42,21:46:26,Late,0.0,0.0
437,727,2024-05-07,23:52:49,00:25:24,Half-day,0.0,0.0
438,746,2023-07-17,07:32:39,12:49:02,Half-day,0.0,0.0
439,746,2024-01-04,12:39:54,08:55:21,Half-day,0.0,0.0
440,750,2023-12-31,02:33:01,03:27:11,Late,0.0,0.0
441,734,2024-05-20,01:48:14,16:28:49,Late,0.0,0.0
442,704,2023-10-06,06:30:53,00:45:55,Late,0.0,0.0
443,733,2023-11-10,04:05:24,18:07:52,Late,0.0,0.0
444,748,2024-04-19,04:51:15,18:32:22,Late,0.0,0.0
445,724,2023-07-30,20:50:56,19:14:10,Absent,0.0,0.0
446,714,2023-12-31,11:48:43,12:25:56,Absent,0.0,0.0
447,707,2024-02-03,23:29:13,10:29:37,Absent,0.0,0.0
448,743,2023-05-29,11:54:48,19:23:29,Half-day,0.0,0.0
449,733,2023-10-29,20:45:58,15:14:00,Present,4.11,0.23
450,725,2024-02-12,14:16:16,18:40:24,Late,0.0,0.0
451,773,2024-04-13,23:35:46,12:55:04,Late,0.0,0.0
452,794,2024-01-27,06:41:35,20:44:56,Present,7.36,1.37
453,783,2024-04-01,06:55:59,06:24:38,Half-day,0.0,0.0
454,762,2023-10-10,08:36:11,04:21:27,Late,0.0,0.0
455,796,2023-11-22,10:30:47,13:08:57,Absent,0.0,0.0
456,794,2023-08-17,22:24:27,11:11:27,Half-day,0.0,0.0
457,777,2023-12-05,17:44:39,10:42:05,Half-day,0.0,0.0
458,797,2024-03-13,22:04:36,14:22:20,Absent,0.0,0.0
459,756,2024-01-10,11:24:30,06:17:45,Half-day,0.0,0.0
460,783,2024-04-03,12:44:17,09:18:10,Absent,0.0,0.0
461,795,2024-01-05,18:20:00,00:50:05,Absent,0.0,0.0
462,784,2024-03-11,04:22:34,08:28:17,Absent,0.0,0.0
463,775,2023-12-08,18:12:34,21:28:45,Late,0.0,0.0
464,775,2024-05-09,02:48:28,12:46:33,Present,5.61,1.44
465,771,2023-09-04,06:33:55,22:26:24,Late,0.0,0.0
466,798,2024-01-07,13:46:11,01:18:42,Present,4.01,0.0
467,790,2024-03-24,02:17:27,21:59:17,Present,7.91,0.04
468,798,2023-06-30,09:45:09,11:00:58,Absent,0.0,0.0
469,785,2024-01-01,07:59:49,17:25:07,Present,6.58,0.72
470,771,2023-12-02,20:24:43,03:31:46,Half-day,0.0,0.0
471,783,2023-09-12,12:59:12,12:11:39,Present,6.55,1.39
472,782,2024-03-25,11:19:02,15:14:54,Late,0.0,0.0
473,800,2023-10-20,06:34:33,11:04:56,Late,0.0,0.0
474,775,2023-11-17,21:56:28,00:43:58,Half-day,0.0,0.0
475,782,2023-08-23,05:40:49,19:28:00,Half-day,0.0,0.0
476,791,2023-07-09,06:19:53,17:48:27,Present,5.05,0.0
477,772,2023-07-12,09:29:58,02:59:00,Absent,0.0,0.0
478,765,2024-02-18,07:25:14,18:00:54,Absent,0.0,0.0
479,768,2024-03-12,09:51:26,01:11:18,Absent,0.0,0.0
480,800,2023-09-03,19:15:39,06:04:00,Present,4.8,1.95
481,810,2023-09-14,18:43:11,07:42:59,Late,0.0,0.0
482,832,2023-10-17,19:15:59,19:01:26,Absent,0.0,0.0
483,844,2023-08-05,10:16:02,05:12:11,Absent,0.0,0.0
484,818,2024-03-13,01:32:08,23:00:33,Late,0.0,0.0
485,814,2024-05-09,18:35:45,22:50:45,Present,6.79,1.18
486,807,2023-07-21,21:32:04,13:41:48,Absent,0.0,0.0
487,817,2023-08-30,06:57:21,17:18:59,Present,4.93,0.0
488,806,2023-09-18,18:49:18,08:01:08,Late,0.0,0.0
489,826,2023-09-05,10:54:36,04:55:13,Absent,0.0,0.0
490,848,2024-05-21,18:04:44,13:40:36,Half-day,0.0,0.0
491,817,2023-12-11,01:39:20,00:56:44,Absent,0.0,0.0
492,822,2023-08-26,18:51:04,08:19:50,Present,7.05,1.07
493,817,2023-09-15,12:28:10,16:46:44,Absent,0.0,0.0
494,842,2024-05-14,07:53:19,04:38:26,Late,0.0,0.0
495,803,2023-06-08,21:12:00,13:36:02,Present,6.74,1.98
496,840,2023-06-23,19:58:44,05:51:50,Absent,0.0,0.0
497,848,2024-02-08,05:23:56,21:24:28,Half-day,0.0,0.0
498,831,2023-06-02,03:40:26,00:47:07,Half-day,0.0,0.0
499,838,2023-07-01,08:29:30,12:28:50,Late,0.0,0.0
500,842,2023-06-18,03:43:36,09:24:48,Half-day,0.0,0.0
501,806,2024-02-12,23:53:04,17:10:59,Half-day,0.0,0.0
502,814,2023-06-11,05:54:45,00:24:24,Present,4.87,1.66
503,815,2023-07-08,11:41:36,17:32:37,Late,0.0,0.0
504,850,2024-05-17,16:38:53,08:18:18,Absent,0.0,0.0
505,850,2023-10-10,10:37:05,15:57:36,Late,0.0,0.0
506,849,2024-04-26,21:00:00,07:21:16,Absent,0.0,0.0
507,841,2023-11-25,04:25:14,22:25:32,Present,7.72,0.0
508,842,2023-10-03,05:15:30,17:09:09,Present,4.92,0.98
509,819,2024-02-14,20:37:47,05:12:37,Late,0.0,0.0
510,850,2023-07-24,15:20:15,13:19:04,Absent,0.0,0.0
511,890,2023-12-13,06:47:17,20:26:47,Absent,0.0,0.0
512,863,2023-11-10,18:23:21,12:27:36,Present,5.91,0.03
513,856,2023-07-20,11:22:37,18:57:22,Present,4.21,1.51
514,872,2023-10-01,22:38:01,22:32:07,Half-day,0.0,0.0
515,896,2023-11-24,22:22:06,02:05:26,Half-day,0.0,0.0
516,874,2023-11-30,02:29:52,02:24:24,Late,0.0,0.0
517,854,2024-04-18,10:22:32,22:13:06,Absent,0.0,0.0
518,884,2023-08-24,14:55:53,05:48:42,Present,6.83,0.0
519,874,2023-09-07,13:32:11,05:54:27,Present,5.2,0.75
520,870,2023-09-10,12:50:37,04:39:19,Absent,0.0,0.0
521,887,2023-06-24,02:11:22,07:04:19,Late,0.0,0.0
522,885,2024-02-19,00:57:07,22:34:45,Half-day,0.0,0.0
523,855,2024-01-04,07:00:13,13:23:29,Late,0.0,0.0
524,853,2023-06-29,21:10:04,08:57:49,Absent,0.0,0.0
525,880,2024-02-10,11:40:24,04:58:29,Absent,0.0,0.0
526,855,2023-06-03,13:31:53,22:10:29,Half-day,0.0,0.0
527,896,2023-06-21,03:12:23,01:33:18,Half-day,0.0,0.0
528,891,2024-03-20,02:26:42,17:42:48,Present,4.44,0.0
529,883,2023-09-19,08:59:37,18:06:08,Late,0.0,0.0
530,856,2024-02-05,03:15:33,23:30:52,Late,0.0,0.0
531,852,2023-12-24,07:43:18,20:55:23,Present,7.56,0.0
532,858,2023-08-20,02:00:23,16:52:22,Late,0.0,0.0
533,862,2023-11-12,11:08:55,13:06:21,Present,6.67,0.0
534,884,2024-02-18,00:35:07,11:05:06,Late,0.0,0.0
535,882,2023-06-30,16:58:51,12:49:59,Absent,0.0,0.0
536,887,2023-09-28,17:31:23,14:46:47,Half-day,0.0,0.0
537,862,2023-08-03,01:38:47,02:31:41,Present,5.99,0.0
538,871,2023-06-13,19:39:17,15:25:04,Absent,0.0,0.0
539,884,2024-01-02,22:49:08,19:47:47,Present,5.09,0.0
540,893,2024-01-14,08:24:58,19:54:20,Present,6.57,0.0
541,914,2023-09-01,14:38:18,23:19:35,Present,7.41,0.06
542,944,2024-02-21,08:00:27,23:07:56,Present,6.82,0.36
543,923,2023-12-12,19:32:42,12:29:44,Late,0.0,0.0
544,908,2024-01-28,07:04:05,06:36:01,Absent,0.0,0.0
545,925,2023-08-18,14:47:06,19:49:26,Half-day,0.0,0.0
546,904,2024-01-27,07:21:01,21:14:58,Half-day,0.0,0.0
547,925,2024-04-02,12:23:36,11:29:48,Present,6.01,0.0
548,913,2023-06-29,16:56:57,01:09:49,Half-day,0.0,0.0
549,942,2024-05-07,07:12:31,15:22:34,Absent,0.0,0.0
550,930,2023-06-29,00:05:37,21:55:00,Half-day,0.0,0.0
551,950,2023-10-21,16:29:32,17:48:14,Half-day,0.0,0.0
552,927,2024-01-27,12:15:35,21:20:27,Late,0.0,0.0
553,929,2023-06-22,14:26:50,07:29:17,Half-day,0.0,0.0
554,912,2024-01-18,17:46:50,07:34:50,Present,5.07,0.48
555,935,2024-03-01,03:59:51,10:08:27,Present,4.37,0.0
556,907,2024-02-18,17:02:04,22:32:06,Late,0.0,0.0
557,915,2024-01-15,08:57:14,23:16:19,Present,4.76,0.0
558,929,2023-06-12,22:30:40,21:05:22,Half-day,0.0,0.0
559,944,2023-07-29,12:21:22,13:14:52,Present,4.84,0.0
560,910,2023-05-26,00:53:33,10:22:12,Half-day,0.0,0.0
561,938,2024-03-29,22:28:19,22:34:40,Half-day,0.0,0.0
562,904,2024-05-17,21:03:47,12:43:02,Half-day,0.0,0.0
563,921,2024-02-06,12:51:21,18:46:17,Late,0.0,0.0
564,935,2023-12-22,04:22:35,10:13:25,Present,6.88,1.8
565,950,2024-03-18,06:53:28,05:46:04,Present,6.29,0.0
566,901,2023-08-24,19:34:25,07:21:12,Late,0.0,0.0
567,912,2023-09-30,11:04:48,04:06:27,Half-day,0.0,0.0
568,921,2023-08-08,22:37:27,19:08:21,Absent,0.0,0.0
569,918,2024-02-03,22:07:17,03:42:36,Present,8.0,1.87
570,901,2024-02-10,23:42:19,18:32:44,Half-day,0.0,0.0
571,956,2023-10-24,00:40:55,07:42:48,Present,4.71,0.0
572,977,2023-08-18,23:09:14,14:59:42,Half-day,0.0,0.0
573,997,2023-11-09,07:35:51,06:07:44,Late,0.0,0.0
574,958,2023-12-06,19:30:12,01:26:59,Late,0.0,0.0
575,978,2023-08-03,14:29:35,06:21:22,Half-day,0.0,0.0
576,981,2023-12-26,05:08:58,21:43:44,Present,7.38,1.68
577,999,2023-07-11,02:23:17,08:25:32,Late,0.0,0.0
578,963,2024-03-05,12:36:57,15:15:51,Late,0.0,0.0
579,977,2024-01-10,21:40:42,04:39:27,Absent,0.0,0.0
580,952,2023-11-04,13:06:08,09:26:31,Late,0.0,0.0
581,981,2024-03-30,04:36:00,11:11:08,Absent,0.0,0.0
582,994,2023-07-09,04:50:23,00:47:06,Absent,0.0,0.0
583,980,2024-04-24,09:19:59,14:26:02,Late,0.0,0.0
584,986,2024-02-06,04:58:10,00:35:39,Half-day,0.0,0.0
585,954,2023-07-11,01:37:15,12:40:41,Absent,0.0,0.0
586,983,2023-12-12,13:34:06,07:22:17,Late,0.0,0.0
587,982,2023-11-23,10:26:30,21:52:47,Absent,0.0,0.0
588,996,2024-02-13,05:54:08,01:08:30,Late,0.0,0.0
589,951,2023-07-21,11:21:59,11:36:20,Late,0.0,0.0
590,958,2023-12-11,18:38:57,11:11:04,Late,0.0,0.0
591,993,2023-08-11,01:09:14,22:43:38,Late,0.0,0.0
592,954,2023-11-23,01:25:12,18:19:24,Present,8.0,0.0
593,992,2023-11-11,22:32:53,11:29:41,Half-day,0.0,0.0
594,966,2023-05-29,14:42:02,15:30:47,Late,0.0,0.0
595,991,2023-10-18,21:55:13,22:06:00,Half-day,0.0,0.0
596,988,2023-12-01,05:45:01,08:46:35,Half-day,0.0,0.0
597,960,2023-06-29,12:09:21,13:10:06,Absent,0.0,0.0
598,994,2024-05-10,16:46:12,19:27:12,Absent,0.0,0.0
599,985,2024-02-28,01:34:18,20:52:09,Late,0.0,0.0
600,998,2023-06-21,08:51:20,18:52:04,Half-day,0.0,0.0
601,1008,2024-01-05,17:18:47,12:21:32,Absent,0.0,0.0
602,1028,2023-10-12,22:57:04,15:09:21,Half-day,0.0,0.0
603,1001,2023-08-24,19:10:44,15:35:01,Late,0.0,0.0
604,1008,2024-05-18,19:25:20,02:17:19,Late,0.0,0.0
605,1011,2024-04-25,12:30:03,18:04:13,Present,6.59,0.0
606,1044,2024-04-02,01:27:00,22:31:38,Late,0.0,0.0
607,1050,2023-06-25,21:33:50,15:12:39,Present,4.0,0.54
608,1037,2023-11-05,22:33:53,07:49:23,Present,5.03,1.83
609,1001,2023-06-02,17:11:31,02:52:43,Half-day,0.0,0.0
610,1007,2023-06-04,01:30:13,05:01:11,Half-day,0.0,0.0
611,1044,2024-04-23,09:19:11,07:53:57,Absent,0.0,0.0
612,1045,2023-09-17,05:40:18,19:49:45,Absent,0.0,0.0
613,1016,2023-08-20,23:08:41,18:10:03,Present,7.49,1.44
614,1019,2024-01-15,10:24:43,09:42:58,Absent,0.0,0.0
615,1025,2023-09-15,07:34:54,13:09:51,Half-day,0.0,0.0
616,1045,2023-11-24,06:12:46,09:56:41,Half-day,0.0,0.0
617,1032,2024-02-05,17:05:36,05:51:54,Absent,0.0,0.0
618,1007,2023-07-05,15:10:17,08:13:02,Half-day,0.0,0.0
619,1048,2023-06-07,00:51:52,17:59:47,Half-day,0.0,0.0
620,1001,2023-12-08,18:27:54,02:36:17,Late,0.0,0.0
621,1046,2024-01-12,13:10:29,17:13:54,Late,0.0,0.0
622,1004,2024-04-03,13:18:45,00:05:15,Late,0.0,0.0
623,1039,2023-08-23,15:56:45,23:54:28,Present,7.74,0.0
624,1001,2023-12-29,13:57:14,07:02:38,Absent,0.0,0.0
625,1009,2023-08-04,00:53:38,04:47:28,Absent,0.0,0.0
626,1033,2024-02-16,22:24:05,14:06:24,Present,4.95,0.71
627,1025,2023-09-17,08:49:04,02:24:19,Absent,0.0,0.0
628,1019,2023-11-10,16:28:56,13:58:03,Present,7.88,1.18
629,1025,2023-07-02,00:32:39,06:39:23,Half-day,0.0,0.0
630,1017,2023-11-11,23:14:17,21:35:02,Late,0.0,0.0
631,1054,2023-11-28,11:51:42,14:51:13,Present,7.11,0.0
632,1053,2023-12-18,17:56:56,01:45:27,Absent,0.0,0.0
633,1087,2024-02-14,06:02:46,12:39:31,Late,0.0,0.0
634,1073,2024-01-11,11:04:24,16:55:33,Half-day,0.0,0.0
635,1065,2023-06-28,21:53:15,02:00:56,Absent,0.0,0.0
636,1066,2023-12-31,09:49:55,21:56:26,Present,6.73,0.0
637,1074,2023-10-02,14:33:30,03:24:35,Absent,0.0,0.0
638,1092,2023-12-29,14:38:24,12:37:34,Absent,0.0,0.0
639,1056,2023-09-19,08:17:52,17:38:10,Absent,0.0,0.0
640,1087,2023-09-09,10:36:11,09:18:43,Late,0.0,0.0
641,1096,2024-05-07,09:29:23,09:55:25,Late,0.0,0.0
642,1077,2023-09-13,09:56:31,19:02:40,Absent,0.0,0.0
643,1072,2023-07-12,12:32:14,05:28:40,Present,4.76,0.0
644,1081,2023-10-22,17:42:43,01:22:28,Late,0.0,0.0
645,1055,2023-08-17,04:05:39,23:24:55,Late,0.0,0.0
646,1054,2023-12-15,17:57:35,09:20:20,Half-day,0.0,0.0
647,1052,2023-12-24,02:45:57,19:05:08,Late,0.0,0.0
648,1090,2023-09-22,01:39:22,18:50:43,Absent,0.0,0.0
649,1051,2024-05-16,07:44:35,19:02:29,Half-day,0.0,0.0
650,1078,2024-02-14,23:52:39,15:16:04,Present,5.96,0.0
651,1077,2023-08-22,11:59:36,16:07:33,Half-day,0.0,0.0
652,1086,2024-01-21,10:06:19,20:28:28,Late,0.0,0.0
653,1071,2023-10-24,00:18:36,07:37:41,Absent,0.0,0.0
654,1053,2023-06-02,14:56:29,02:56:37,Present,5.81,0.0
655,1092,2023-06-05,23:26:43,23:47:19,Late,0.0,0.0
656,1055,2024-05-06,01:17:46,10:41:29,Late,0.0,0.0
657,1058,2023-10-02,02:45:10,10:17:02,Half-day,0.0,0.0
658,1064,2023-08-29,23:09:49,14:10:36,Absent,0.0,0.0
659,1078,2023-12-03,14:36:02,11:19:39,Late,0.0,0.0
660,1058,2023-09-26,21:21:37,07:28:58,Absent,0.0,0.0
661,1139,2024-03-14,05:15:59,19:21:49,Present,7.55,0.0
662,1137,2023-06-30,03:02:43,08:25:36,Absent,0.0,0.0
663,1101,2024-02-29,14:48:16,01:56:05,Half-day,0.0,0.0
664,1128,2024-04-01,16:28:53,21:39:22,Absent,0.0,0.0
665,1149,2023-10-11,04:23:22,07:21:23,Late,0.0,0.0
666,1111,2023-09-13,03:24:03,01:23:11,Late,0.0,0.0
667,1119,2024-02-21,07:53:26,05:43:25,Half-day,0.0,0.0
668,1125,2023-06-17,15:57:41,12:32:20,Late,0.0,0.0
669,1113,2023-06-02,08:26:56,08:01:39,Half-day,0.0,0.0
670,1134,2023-06-25,03:09:31,07:44:59,Half-day,0.0,0.0
671,1133,2023-08-02,03:43:35,15:33:42,Absent,0.0,0.0
672,1117,2023-10-09,02:07:28,03:33:31,Half-day,0.0,0.0
673,1148,2024-03-02,04:34:58,18:50:59,Half-day,0.0,0.0
674,1144,2024-03-05,07:45:20,03:23:45,Present,7.25,0.55
675,1139,2023-09-17,17:54:45,13:51:17,Half-day,0.0,0.0
676,1120,2024-04-13,13:05:41,14:24:06,Present,4.42,0.47
677,1116,2023-07-23,05:37:31,03:19:40,Half-day,0.0,0.0
678,1143,2024-02-25,19:12:48,02:10:27,Present,7.37,0.83
679,1130,2024-05-04,03:24:47,08:32:55,Present,4.22,0.0
680,1125,2024-02-24,03:19:37,00:17:05,Present,4.07,0.0
681,1141,2023-10-03,07:01:08,18:35:56,Present,4.07,0.0
682,1144,2023-10-02,07:31:28,13:21:33,Half-day,0.0,0.0
683,1148,2024-05-19,16:13:32,02:37:03,Late,0.0,0.0
684,1110,2024-03-19,13:08:02,01:50:31,Present,5.02,0.0
685,1129,2024-02-28,08:46:12,03:36:00,Late,0.0,0.0
686,1148,2023-11-06,07:09:11,00:28:02,Present,6.61,0.0
687,1148,2024-02-09,03:54:54,08:25:26,Half-day,0.0,0.0
688,1126,2024-01-12,20:41:10,02:54:17,Present,7.52,0.0
689,1127,2024-02-11,02:12:57,09:10:07,Absent,0.0,0.0
690,1125,2024-05-18,01:06:46,23:34:20,Present,4.5,1.06
691,1179,2023-12-11,03:37:04,08:11:19,Absent,0.0,0.0
692,1187,2023-07-10,05:33:52,00:42:20,Half-day,0.0,0.0
693,1157,2024-04-30,17:42:59,11:43:35,Late,0.0,0.0
694,1185,2023-10-11,20:48:20,21:33:57,Absent,0.0,0.0
695,1190,2023-11-23,17:44:34,16:09:02,Late,0.0,0.0
696,1172,2023-10-16,16:26:29,03:17:34,Late,0.0,0.0
697,1151,2023-11-05,14:22:14,17:42:50,Absent,0.0,0.0
698,1180,2024-05-02,21:14:59,16:46:08,Half-day,0.0,0.0
699,1155,2024-02-02,07:27:35,00:59:36,Present,5.55,0.0
700,1190,2024-04-23,00:06:04,11:47:39,Present,7.72,1.95
701,1192,2023-10-20,08:43:02,14:15:48,Late,0.0,0.0
702,1175,2024-02-20,01:55:11,08:19:15,Absent,0.0,0.0
703,1189,2023-10-10,18:03:16,20:28:03,Present,7.83,0.99
704,1193,2024-01-23,00:16:09,22:47:17,Half-day,0.0,0.0
705,1165,2024-03-04,05:56:15,22:20:40,Absent,0.0,0.0
706,1187,2024-04-16,07:11:04,18:07:05,Late,0.0,0.0
707,1171,2023-12-02,10:35:28,07:56:10,Absent,0.0,0.0
708,1195,2023-06-24,20:49:43,01:01:13,Late,0.0,0.0
709,1200,2023-07-13,15:24:42,22:34:55,Present,7.45,0.98
710,1154,2024-02-13,23:52:25,23:10:03,Present,7.78,0.0
711,1192,2024-02-15,11:28:56,15:13:01,Present,4.19,0.0
712,1186,2023-07-04,08:35:08,00:58:54,Late,0.0,0.0
713,1151,2023-07-22,20:48:32,04:29:10,Late,0.0,0.0
714,1175,2024-02-16,00:33:48,17:13:35,Half-day,0.0,0.0
715,1151,2024-04-04,16:51:35,23:35:22,Late,0.0,0.0
716,1177,2023-07-07,15:01:23,00:06:27,Absent,0.0,0.0
717,1166,2023-06-26,10:59:43,18:36:06,Late,0.0,0.0
718,1155,2023-12-31,05:06:04,23:09:43,Half-day,0.0,0.0
719,1193,2023-09-08,10:50:55,20:10:32,Absent,0.0,0.0
720,1197,2023-12-17,09:47:02,02:54:38,Absent,0.0,0.0
721,1248,2024-01-14,09:57:51,11:30:58,Half-day,0.0,0.0
722,1229,2023-09-26,06:53:56,21:37:30,Half-day,0.0,0.0
723,1244,2023-10-05,11:20:50,11:55:05,Present,7.12,1.58
724,1220,2023-09-25,23:02:51,04:01:31,Present,4.34,1.02
725,1237,2024-03-24,01:26:57,01:54:15,Absent,0.0,0.0
726,1203,2023-12-23,21:03:46,02:59:50,Present,5.57,0.0
727,1250,2024-03-21,04:12:56,04:25:42,Present,7.98,0.0
728,1229,2023-07-06,16:06:19,10:00:33,Absent,0.0,0.0
729,1207,2024-04-21,11:16:55,14:26:09,Present,4.74,0.0
730,1203,2024-04-25,02:50:45,14:22:26,Absent,0.0,0.0
731,1201,2023-06-11,02:22:09,00:26:06,Late,0.0,0.0
732,1222,2024-05-09,22:22:30,11:46:45,Late,0.0,0.0
733,1215,2024-01-13,08:44:13,11:27:48,Half-day,0.0,0.0
734,1250,2024-01-22,07:35:39,22:53:01,Late,0.0,0.0
735,1226,2024-02-14,09:01:04,12:38:31,Absent,0.0,0.0
736,1237,2024-01-12,19:11:52,15:32:01,Half-day,0.0,0.0
737,1232,2024-04-13,23:07:48,10:14:19,Late,0.0,0.0
738,1233,2024-04-05,03:11:59,18:43:50,Late,0.0,0.0
739,1250,2024-02-29,23:11:53,07:52:19,Half-day,0.0,0.0
740,1232,2023-08-24,14:32:43,22:42:44,Absent,0.0,0.0
741,1247,2024-01-07,04:21:35,13:36:57,Late,0.0,0.0
742,1225,2023-11-03,09:14:09,04:48:15,Half-day,0.0,0.0
743,1240,2023-09-25,19:49:34,03:11:39,Present,4.43,0.4
744,1228,2023-06-19,11:16:46,05:59:02,Late,0.0,0.0
745,1207,2023-07-27,12:23:22,06:38:49,Late,0.0,0.0
746,1208,2024-05-01,17:47:35,12:55:52,Half-day,0.0,0.0
747,1201,2023-12-09,19:46:50,01:02:47,Half-day,0.0,0.0
748,1215,2023-10-24,06:34:16,18:43:00,Absent,0.0,0.0
749,1221,2023-05-27,18:55:15,09:48:26,Late,0.0,0.0
750,1210,2023-07-06,03:36:10,10:23:52,Present,4.6,0.0
751,1282,2023-09-28,05:40:42,17:37:58,Half-day,0.0,0.0
752,1283,2023-12-26,16:46:08,12:36:09,Half-day,0.0,0.0
753,1261,2024-01-07,23:58:58,15:56:07,Half-day,0.0,0.0
754,1291,2023-10-30,01:42:38,01:02:34,Present,5.66,0.0
755,1300,2024-03-31,17:13:17,23:46:41,Absent,0.0,0.0
756,1281,2024-01-20,09:53:54,20:04:32,Late,0.0,0.0
757,1263,2023-06-24,17:55:08,16:45:13,Present,6.77,0.0
758,1260,2023-06-15,20:13:00,22:29:22,Absent,0.0,0.0
759,1299,2023-11-15,09:42:40,08:51:02,Absent,0.0,0.0
760,1289,2024-02-08,20:12:50,05:49:22,Absent,0.0,0.0
761,1264,2024-04-25,09:41:59,00:44:52,Late,0.0,0.0
762,1293,2024-02-22,01:19:37,15:52:02,Present,6.4,0.0
763,1294,2023-07-11,05:50:59,08:09:29,Present,4.05,0.0
764,1278,2023-09-17,06:40:57,02:25:40,Absent,0.0,0.0
765,1287,2023-09-20,07:09:27,10:48:19,Half-day,0.0,0.0
766,1275,2023-07-03,14:54:09,02:02:39,Present,5.76,0.0
767,1257,2024-02-04,07:03:12,16:57:47,Present,7.91,0.82
768,1265,2024-04-27,06:22:56,05:40:49,Present,5.61,0.0
769,1263,2023-08-12,08:28:16,12:47:22,Present,7.79,1.84
770,1284,2023-11-23,17:31:51,22:46:37,Present,6.93,1.28
771,1291,2024-01-05,04:14:38,01:08:01,Half-day,0.0,0.0
772,1254,2023-12-14,01:46:53,04:16:31,Late,0.0,0.0
773,1297,2024-02-09,09:46:05,12:46:40,Present,6.67,0.0
774,1278,2024-01-25,06:36:12,11:19:32,Present,5.01,1.16
775,1285,2023-06-26,11:59:07,05:41:55,Present,7.04,0.0
776,1285,2023-06-10,12:10:11,17:58:30,Half-day,0.0,0.0
777,1288,2023-06-28,21:27:18,20:31:48,Half-day,0.0,0.0
778,1262,2023-08-13,13:47:54,02:02:53,Absent,0.0,0.0
779,1289,2023-11-25,11:45:30,10:10:52,Absent,0.0,0.0
780,1287,2023-06-05,14:54:47,08:29:28,Late,0.0,0.0
781,1345,2023-06-10,01:28:03,11:38:54,Present,6.09,0.66
782,1309,2023-10-15,20:08:57,02:47:50,Absent,0.0,0.0
783,1310,2023-11-25,07:47:15,12:13:31,Present,6.71,0.77
784,1320,2023-06-25,15:24:56,11:48:23,Late,0.0,0.0
785,1315,2023-10-20,03:07:42,12:46:33,Half-day,0.0,0.0
786,1332,2023-05-28,02:35:43,23:19:00,Absent,0.0,0.0
787,1342,2023-09-01,12:16:09,03:06:54,Present,4.16,1.22
788,1327,2024-02-25,00:54:38,13:05:17,Present,6.95,0.0
789,1308,2024-03-31,14:35:11,13:29:48,Half-day,0.0,0.0
790,1323,2024-03-20,00:56:06,02:07:26,Absent,0.0,0.0
791,1345,2023-11-18,14:30:04,04:46:14,Present,4.37,1.12
792,1310,2024-03-29,15:14:14,23:29:46,Absent,0.0,0.0
793,1305,2023-09-17,21:32:51,20:28:47,Late,0.0,0.0
794,1322,2023-07-06,11:35:36,07:06:49,Present,6.4,0.0
