UsageID,CompanyID,EmployeeID,ModuleName,TaskDescription,StartTime,EndTime,TaskDuration,CompletionStatus,ErrorDetails,LastUsedDate
3051,31,1539,Payroll,Submit payroll,2024-04-03 18:22:32.571480,2024-04-03 18:41:32.571480,19.0,Not completed,Invalid data format,2024-04-20 12:30:30.533831
3052,31,1510,Leave Management,Delete leave submission,2024-04-01 00:25:45.822283,2024-04-01 00:51:45.822283,26.0,Not completed,Connection timeout,2024-04-27 03:20:30.118231
3053,31,1550,Payroll,Submit payroll,2024-03-31 17:15:51.394388,2024-03-31 17:23:51.394388,8.0,Not completed,Invalid data format,2024-05-20 04:54:24.930353
3054,31,1507,Payroll,Create payroll notifications,2024-05-18 23:48:20.854455,2024-05-19 00:05:20.854455,17.0,Not completed,Unable to process user input,2024-04-09 17:04:53.365980
3055,31,1509,Leave Management,Delete leave submission,2024-04-12 03:11:35.434018,2024-04-12 03:56:35.434018,45.0,Completed,,2024-03-24 02:52:21.220552
3056,31,1531,Payroll,Edit payroll,2024-05-23 10:08:54.137811,2024-05-23 11:05:54.137811,57.0,Not completed,Invalid data format,2024-04-27 22:47:37.516160
3057,31,1534,Payroll,Create payroll notifications,2024-04-12 04:53:52.847634,2024-04-12 05:02:52.847634,9.0,Not completed,Permission denied,2024-05-23 10:50:27.978459
3058,31,1545,Leave Management,Appeal leave status,2024-04-09 01:42:03.415939,2024-04-09 02:28:03.415939,46.0,Completed,,2024-05-02 12:06:05.879577
3059,31,1525,Leave Management,Delete leave submission,2024-04-18 20:45:16.776563,2024-04-18 21:24:16.776563,39.0,Completed,,2024-03-31 04:02:25.009125
3060,31,1523,Payroll,Create payroll notifications,2024-04-08 11:51:30.062795,2024-04-08 12:42:30.062795,51.0,Completed,,2024-05-05 18:30:05.383384
3061,31,1531,Payroll,Create payroll notifications,2024-04-06 22:57:22.244959,2024-04-06 23:13:22.244959,16.0,Completed,,2024-04-11 22:51:37.247635
3062,31,1545,Payroll,Create payroll notifications,2024-04-03 19:20:24.083711,2024-04-03 20:12:24.083711,52.0,Not completed,Connection timeout,2024-03-26 03:13:12.825772
3063,31,1517,Performance Review,Delete review,2024-03-27 01:07:52.216382,2024-03-27 01:27:52.216382,20.0,Not completed,Unable to process user input,2024-04-04 17:59:28.345884
3064,31,1545,Performance Review,Submit for approval,2024-03-29 14:55:58.847258,2024-03-29 15:28:58.847258,33.0,Not completed,Database error,2024-05-04 15:55:04.388298
3065,31,1538,Performance Review,Start new review,2024-05-16 16:14:28.093091,2024-05-16 16:45:28.093091,31.0,Completed,,2024-04-22 23:37:26.149752
3066,31,1549,Leave Management,Create new leave,2024-04-11 12:14:49.464726,2024-04-11 12:48:49.464726,34.0,Not completed,Connection timeout,2024-04-23 13:10:14.906693
3067,31,1509,Payroll,Submit payroll,2024-05-06 09:55:35.093417,2024-05-06 10:16:35.093417,21.0,Not completed,Database error,2024-05-01 07:00:05.306565
3068,31,1513,Performance Review,Submit for approval,2024-04-02 14:00:25.432449,2024-04-02 14:07:25.432449,7.0,Completed,,2024-05-09 21:10:07.308499
3069,31,1544,Performance Review,Delete review,2024-05-17 13:07:38.563318,2024-05-17 13:59:38.563318,52.0,Completed,,2024-04-23 10:19:30.228671
3070,31,1548,Leave Management,Appeal leave status,2024-05-05 02:31:13.623562,2024-05-05 02:49:13.623562,18.0,Completed,,2024-04-28 05:53:36.971915
3071,31,1541,Payroll,Submit payroll,2024-04-02 23:06:32.118053,2024-04-02 23:57:32.118053,51.0,Not completed,Invalid data format,2024-04-16 06:16:42.180113
3072,31,1535,Leave Management,Appeal leave status,2024-05-21 12:15:57.237458,2024-05-21 12:27:57.237458,12.0,Not completed,Database error,2024-03-27 02:58:04.778563
3073,31,1543,Payroll,Edit payroll,2024-05-09 08:40:00.135249,2024-05-09 09:35:00.135249,55.0,Completed,,2024-04-30 12:01:01.416385
3074,31,1517,Leave Management,Appeal leave status,2024-04-27 11:06:10.594070,2024-04-27 11:18:10.594070,12.0,Completed,,2024-04-22 20:12:48.999582
3075,31,1522,Performance Review,Delete review,2024-04-01 23:42:37.290954,2024-04-02 00:25:37.290954,43.0,Not completed,Connection timeout,2024-04-29 22:53:29.058446
3076,31,1540,Payroll,Create payroll notifications,2024-05-20 07:12:56.810929,2024-05-20 07:37:56.810929,25.0,Completed,,2024-04-23 18:08:26.233289
3077,31,1528,Payroll,Edit payroll,2024-05-14 12:09:11.784313,2024-05-14 13:05:11.784313,56.0,Not completed,Permission denied,2024-05-04 12:07:38.170100
3078,31,1523,Payroll,Submit payroll,2024-04-03 08:16:17.205970,2024-04-03 09:06:17.205970,50.0,Not completed,Connection timeout,2024-05-12 19:37:58.153336
3079,31,1525,Performance Review,Delete review,2024-04-03 03:49:41.808967,2024-04-03 04:41:41.808967,52.0,Not completed,Unable to process user input,2024-05-20 05:04:52.418404
3080,31,1535,Payroll,Edit payroll,2024-04-02 14:37:54.368110,2024-04-02 14:45:54.368110,8.0,Not completed,Unable to process user input,2024-04-17 21:25:13.100396
3081,31,1549,Leave Management,Delete leave submission,2024-05-13 03:19:02.850439,2024-05-13 03:27:02.850439,8.0,Completed,,2024-04-14 19:12:41.989601
3082,31,1530,Leave Management,Create new leave,2024-04-30 08:39:30.264283,2024-04-30 08:49:30.264283,10.0,Not completed,Connection timeout,2024-05-03 04:50:57.184523
3083,31,1517,Payroll,Create payroll notifications,2024-04-10 12:31:01.570387,2024-04-10 12:50:01.570387,19.0,Not completed,Invalid data format,2024-04-17 12:06:53.963442
3084,31,1535,Performance Review,Delete review,2024-04-28 10:56:20.918990,2024-04-28 11:13:20.918990,17.0,Completed,,2024-04-23 07:39:52.295938
3085,31,1548,Payroll,Create payroll notifications,2024-05-19 22:01:03.491626,2024-05-19 22:43:03.491626,42.0,Not completed,Database error,2024-05-06 21:38:50.641755
3086,31,1543,Payroll,Submit payroll,2024-03-29 01:53:05.414521,2024-03-29 02:52:05.414521,59.0,Not completed,Permission denied,2024-05-04 12:48:48.614952
3087,31,1507,Leave Management,Delete leave submission,2024-04-28 21:27:04.326923,2024-04-28 21:58:04.326923,31.0,Not completed,Connection timeout,2024-04-24 21:19:00.087817
3088,31,1513,Payroll,Submit payroll,2024-04-12 14:42:29.584350,2024-04-12 15:23:29.584350,41.0,Not completed,Database error,2024-05-10 03:34:32.151574
3089,31,1513,Performance Review,Edit existing review,2024-05-18 03:54:16.870447,2024-05-18 04:38:16.870447,44.0,Not completed,Invalid data format,2024-04-12 14:07:14.881000
3090,31,1521,Payroll,Submit payroll,2024-04-22 06:54:17.396115,2024-04-22 07:17:17.396115,23.0,Completed,,2024-05-06 10:40:49.183576
3091,31,1529,Performance Review,Submit for approval,2024-05-09 03:43:34.273844,2024-05-09 03:55:34.273844,12.0,Not completed,Database error,2024-04-10 01:16:18.927125
3092,31,1512,Payroll,Submit payroll,2024-04-27 19:32:02.651127,2024-04-27 20:13:02.651127,41.0,Completed,,2024-05-16 02:34:42.698556
3093,31,1525,Performance Review,Delete review,2024-03-28 04:43:34.374864,2024-03-28 05:21:34.374864,38.0,Not completed,Database error,2024-05-13 04:36:48.140486
3094,31,1518,Performance Review,Start new review,2024-05-05 12:57:33.402460,2024-05-05 13:36:33.402460,39.0,Not completed,Permission denied,2024-05-13 04:28:26.016462
3095,31,1540,Leave Management,Delete leave submission,2024-05-16 22:03:01.385216,2024-05-16 22:10:01.385216,7.0,Completed,,2024-05-08 02:53:23.162844
3096,31,1526,Leave Management,Submit for approval,2024-05-03 09:07:27.270495,2024-05-03 10:00:27.270495,53.0,Completed,,2024-03-29 14:56:53.529458
3097,31,1511,Performance Review,Submit for approval,2024-04-27 14:44:51.987987,2024-04-27 15:43:51.987987,59.0,Not completed,Connection timeout,2024-03-25 22:16:37.255804
3098,31,1526,Leave Management,Appeal leave status,2024-04-19 10:17:20.732980,2024-04-19 10:34:20.732980,17.0,Completed,,2024-03-28 23:56:04.288966
3099,31,1513,Payroll,Create payroll notifications,2024-04-29 20:46:10.136173,2024-04-29 20:59:10.136173,13.0,Completed,,2024-03-25 20:18:09.193395
3100,31,1547,Performance Review,Submit for approval,2024-05-07 16:06:30.900299,2024-05-07 16:15:30.900299,9.0,Completed,,2024-05-03 09:43:19.955337
3101,32,1554,Payroll,Edit payroll,2024-03-28 23:34:25.667694,2024-03-28 23:43:25.667694,9.0,Completed,,2024-03-31 19:59:35.877035
3102,32,1588,Leave Management,Submit for approval,2024-05-09 21:55:17.547839,2024-05-09 22:39:17.547839,44.0,Not completed,Database error,2024-05-08 04:08:17.974271
3103,32,1569,Leave Management,Appeal leave status,2024-05-18 02:44:30.371070,2024-05-18 03:28:30.371070,44.0,Completed,,2024-04-14 05:31:05.282892
3104,32,1555,Payroll,Edit payroll,2024-04-05 10:52:16.752557,2024-04-05 11:10:16.752557,18.0,Completed,,2024-05-20 22:39:00.751189
3105,32,1594,Payroll,Edit payroll,2024-04-21 15:25:19.089819,2024-04-21 15:32:19.089819,7.0,Completed,,2024-04-27 07:46:56.996805
3106,32,1584,Performance Review,Delete review,2024-03-29 09:16:55.966833,2024-03-29 09:24:55.966833,8.0,Completed,,2024-05-11 22:25:46.407497
3107,32,1580,Payroll,Edit payroll,2024-04-06 10:20:45.184102,2024-04-06 10:48:45.184102,28.0,Completed,,2024-05-20 16:16:38.681905
3108,32,1599,Payroll,Create payroll notifications,2024-04-21 00:32:43.695678,2024-04-21 01:32:43.695678,60.0,Not completed,Permission denied,2024-04-02 11:17:19.998726
3109,32,1554,Payroll,Edit payroll,2024-04-29 13:32:33.460346,2024-04-29 13:57:33.460346,25.0,Completed,,2024-04-08 01:37:34.261187
3110,32,1583,Leave Management,Submit for approval,2024-03-30 17:51:26.218737,2024-03-30 18:36:26.218737,45.0,Not completed,Database error,2024-04-22 10:22:26.469660
3111,32,1598,Leave Management,Submit for approval,2024-04-23 12:39:48.010375,2024-04-23 13:14:48.010375,35.0,Not completed,Permission denied,2024-05-06 03:19:25.394352
3112,32,1599,Performance Review,Delete review,2024-05-17 15:19:35.938086,2024-05-17 16:08:35.938086,49.0,Completed,,2024-04-06 01:55:07.685636
3113,32,1569,Payroll,Create payroll notifications,2024-05-13 01:31:20.195302,2024-05-13 01:43:20.195302,12.0,Completed,,2024-04-20 10:52:07.469849
3114,32,1552,Performance Review,Edit existing review,2024-03-31 12:33:30.948757,2024-03-31 13:25:30.948757,52.0,Completed,,2024-05-08 13:11:19.670952
3115,32,1600,Payroll,Create payroll notifications,2024-04-16 08:17:21.308746,2024-04-16 08:35:21.308746,18.0,Completed,,2024-04-26 22:33:16.058818
3116,32,1585,Payroll,Edit payroll,2024-03-24 01:18:59.880435,2024-03-24 01:54:59.880435,36.0,Completed,,2024-04-07 21:44:48.239757
3117,32,1588,Leave Management,Submit for approval,2024-04-28 02:16:19.817892,2024-04-28 02:36:19.817892,20.0,Completed,,2024-03-25 17:48:54.916096
3118,32,1596,Leave Management,Submit for approval,2024-03-31 20:41:27.592503,2024-03-31 21:33:27.592503,52.0,Completed,,2024-04-24 18:42:07.636743
3119,32,1562,Leave Management,Delete leave submission,2024-04-06 06:32:02.039593,2024-04-06 06:46:02.039593,14.0,Not completed,Unable to process user input,2024-05-05 17:01:04.936724
3120,32,1587,Leave Management,Create new leave,2024-05-17 04:01:33.164175,2024-05-17 04:42:33.164175,41.0,Completed,,2024-04-02 20:57:43.697854
3121,32,1578,Leave Management,Delete leave submission,2024-04-15 11:18:58.224945,2024-04-15 11:43:58.224945,25.0,Completed,,2024-03-28 05:11:00.121763
3122,32,1562,Performance Review,Delete review,2024-05-20 00:34:37.262720,2024-05-20 00:52:37.262720,18.0,Not completed,Unable to process user input,2024-05-06 04:49:34.084454
3123,32,1592,Performance Review,Start new review,2024-04-01 14:40:10.705961,2024-04-01 15:15:10.705961,35.0,Completed,,2024-04-07 00:11:17.506991
3124,32,1570,Performance Review,Edit existing review,2024-04-30 05:03:48.301367,2024-04-30 05:57:48.301367,54.0,Not completed,Database error,2024-04-11 01:22:08.139196
3125,32,1599,Payroll,Submit payroll,2024-04-02 10:39:18.204999,2024-04-02 10:48:18.204999,9.0,Completed,,2024-05-13 16:07:30.362431
3126,32,1598,Payroll,Edit payroll,2024-04-09 15:29:13.261353,2024-04-09 16:28:13.261353,59.0,Not completed,Database error,2024-05-05 12:04:10.235698
3127,32,1594,Leave Management,Create new leave,2024-04-17 00:18:17.756555,2024-04-17 00:38:17.756555,20.0,Not completed,Connection timeout,2024-04-07 08:57:29.199199
3128,32,1584,Leave Management,Submit for approval,2024-05-15 11:19:02.431206,2024-05-15 11:49:02.431206,30.0,Completed,,2024-05-05 15:40:36.701557
3129,32,1596,Performance Review,Submit for approval,2024-04-17 23:49:09.812773,2024-04-18 00:34:09.812773,45.0,Completed,,2024-05-01 00:10:23.386927
3130,32,1585,Leave Management,Appeal leave status,2024-04-01 04:21:19.103847,2024-04-01 05:18:19.103847,57.0,Completed,,2024-05-22 04:21:14.251120
3131,32,1555,Payroll,Edit payroll,2024-05-08 14:23:32.917945,2024-05-08 14:41:32.917945,18.0,Completed,,2024-05-12 22:52:52.923561
3132,32,1574,Leave Management,Create new leave,2024-04-05 09:44:21.070145,2024-04-05 09:51:21.070145,7.0,Completed,,2024-05-13 22:39:03.774482
3133,32,1572,Leave Management,Create new leave,2024-04-12 04:56:55.672997,2024-04-12 05:18:55.672997,22.0,Completed,,2024-04-13 13:42:12.915298
3134,32,1560,Payroll,Create payroll notifications,2024-05-03 11:17:03.489119,2024-05-03 11:49:03.489119,32.0,Not completed,Unable to process user input,2024-05-16 00:29:30.798316
3135,32,1557,Performance Review,Submit for approval,2024-05-04 09:08:37.879959,2024-05-04 09:13:37.879959,5.0,Not completed,Database error,2024-04-10 12:28:03.723449
3136,32,1589,Leave Management,Delete leave submission,2024-05-13 00:36:35.370064,2024-05-13 00:41:35.370064,5.0,Completed,,2024-04-01 01:39:14.087259
3137,32,1594,Leave Management,Delete leave submission,2024-05-20 05:04:06.534163,2024-05-20 05:41:06.534163,37.0,Not completed,Database error,2024-05-05 19:04:02.604276
3138,32,1584,Payroll,Create payroll notifications,2024-04-27 00:33:26.488366,2024-04-27 01:06:26.488366,33.0,Not completed,Invalid data format,2024-04-05 13:48:49.256866
3139,32,1551,Leave Management,Submit for approval,2024-04-20 21:22:15.053429,2024-04-20 22:13:15.053429,51.0,Completed,,2024-04-18 15:18:54.752950
3140,32,1581,Leave Management,Create new leave,2024-04-25 00:59:26.153475,2024-04-25 01:10:26.153475,11.0,Completed,,2024-05-09 09:59:26.795521
3141,32,1559,Performance Review,Start new review,2024-05-12 23:10:43.203427,2024-05-12 23:36:43.203427,26.0,Not completed,Invalid data format,2024-04-22 04:56:43.387637
3142,32,1553,Performance Review,Start new review,2024-04-30 07:22:26.638313,2024-04-30 07:39:26.638313,17.0,Not completed,Connection timeout,2024-05-12 07:17:03.393448
3143,32,1582,Leave Management,Create new leave,2024-05-06 07:43:48.325260,2024-05-06 08:18:48.325260,35.0,Not completed,Unable to process user input,2024-04-29 06:18:40.187940
3144,32,1587,Payroll,Edit payroll,2024-04-17 08:08:11.792572,2024-04-17 08:20:11.792572,12.0,Not completed,Connection timeout,2024-03-27 15:09:45.345115
3145,32,1600,Leave Management,Submit for approval,2024-05-13 11:08:45.813977,2024-05-13 11:26:45.813977,18.0,Completed,,2024-04-05 04:14:12.329912
3146,32,1561,Performance Review,Edit existing review,2024-04-27 11:51:50.180092,2024-04-27 11:56:50.180092,5.0,Completed,,2024-04-05 16:42:40.619672
3147,32,1597,Performance Review,Submit for approval,2024-03-24 02:08:48.185006,2024-03-24 02:34:48.185006,26.0,Not completed,Connection timeout,2024-04-17 09:25:50.782895
3148,32,1574,Leave Management,Create new leave,2024-04-25 18:13:34.695695,2024-04-25 18:53:34.695695,40.0,Completed,,2024-04-08 17:09:27.103095
3149,32,1565,Performance Review,Edit existing review,2024-03-26 22:31:29.638316,2024-03-26 23:25:29.638316,54.0,Not completed,Permission denied,2024-05-09 18:10:59.072513
3150,32,1591,Payroll,Edit payroll,2024-04-22 06:49:00.916078,2024-04-22 07:24:00.916078,35.0,Completed,,2024-03-27 03:52:51.543583
3151,32,1571,Performance Review,Start new review,2024-04-01 05:15:51.946442,2024-04-01 05:49:51.946442,34.0,Completed,,2024-05-05 14:23:55.296072
3152,32,1580,Payroll,Create payroll notifications,2024-05-22 19:15:33.255310,2024-05-22 20:15:33.255310,60.0,Not completed,Permission denied,2024-05-19 22:11:58.925571
3153,32,1591,Leave Management,Appeal leave status,2024-05-21 08:43:24.028994,2024-05-21 09:05:24.028994,22.0,Completed,,2024-04-20 14:53:22.557304
3154,32,1594,Payroll,Edit payroll,2024-05-02 22:47:04.660995,2024-05-02 23:02:04.660995,15.0,Not completed,Permission denied,2024-03-28 22:50:42.731011
3155,32,1594,Performance Review,Submit for approval,2024-04-28 15:23:44.370646,2024-04-28 15:41:44.370646,18.0,Completed,,2024-05-07 17:46:34.495893
3156,32,1574,Payroll,Edit payroll,2024-05-17 11:20:05.119868,2024-05-17 11:53:05.119868,33.0,Not completed,Database error,2024-03-28 21:15:49.528061
3157,32,1564,Leave Management,Appeal leave status,2024-04-18 00:54:31.911316,2024-04-18 01:17:31.911316,23.0,Completed,,2024-04-09 09:08:46.125537
3158,32,1575,Leave Management,Create new leave,2024-03-30 21:06:24.904011,2024-03-30 21:13:24.904011,7.0,Completed,,2024-04-07 02:50:30.242858
3159,32,1587,Leave Management,Create new leave,2024-05-11 13:35:33.987298,2024-05-11 14:07:33.987298,32.0,Not completed,Database error,2024-04-26 15:11:23.684238
3160,32,1556,Performance Review,Submit for approval,2024-04-26 04:02:28.440058,2024-04-26 04:14:28.440058,12.0,Not completed,Permission denied,2024-04-06 21:30:02.843452
3161,32,1554,Leave Management,Delete leave submission,2024-05-13 02:07:01.483717,2024-05-13 02:39:01.483717,32.0,Completed,,2024-04-22 08:09:30.085592
3162,32,1571,Leave Management,Create new leave,2024-05-13 15:11:06.518317,2024-05-13 16:07:06.518317,56.0,Not completed,Invalid data format,2024-04-19 12:43:25.755430
3163,32,1594,Payroll,Create payroll notifications,2024-03-23 23:09:13.722267,2024-03-23 23:20:13.722267,11.0,Not completed,Unable to process user input,2024-04-06 15:37:03.595229
3164,32,1600,Leave Management,Submit for approval,2024-04-29 21:43:31.977808,2024-04-29 22:25:31.977808,42.0,Not completed,Invalid data format,2024-04-03 00:14:50.947452
3165,32,1591,Payroll,Create payroll notifications,2024-04-22 08:04:57.080188,2024-04-22 08:23:57.080188,19.0,Completed,,2024-04-29 05:55:45.996276
3166,32,1597,Leave Management,Delete leave submission,2024-04-16 15:02:17.390841,2024-04-16 15:37:17.390841,35.0,Completed,,2024-03-25 14:19:06.654335
3167,32,1560,Payroll,Edit payroll,2024-03-27 15:06:55.654746,2024-03-27 15:41:55.654746,35.0,Not completed,Unable to process user input,2024-05-12 02:41:48.173807
3168,32,1593,Payroll,Edit payroll,2024-04-22 23:27:04.236617,2024-04-23 00:20:04.236617,53.0,Completed,,2024-03-29 15:38:06.932121
3169,32,1561,Leave Management,Delete leave submission,2024-04-05 07:58:13.864144,2024-04-05 08:19:13.864144,21.0,Completed,,2024-04-12 09:44:51.059366
3170,32,1578,Payroll,Edit payroll,2024-03-27 05:14:29.197582,2024-03-27 05:37:29.197582,23.0,Completed,,2024-04-29 18:55:02.634690
3171,32,1574,Performance Review,Delete review,2024-04-23 07:49:25.581858,2024-04-23 08:46:25.581858,57.0,Completed,,2024-05-10 04:26:32.700051
3172,32,1575,Performance Review,Submit for approval,2024-04-21 20:27:23.568695,2024-04-21 21:01:23.568695,34.0,Not completed,Unable to process user input,2024-04-25 23:40:25.699095
3173,32,1572,Payroll,Create payroll notifications,2024-05-11 18:29:02.810302,2024-05-11 19:08:02.810302,39.0,Not completed,Database error,2024-05-13 04:14:58.815383
3174,32,1569,Performance Review,Edit existing review,2024-04-12 17:09:59.569076,2024-04-12 17:15:59.569076,6.0,Completed,,2024-03-29 19:13:59.570320
3175,32,1553,Leave Management,Delete leave submission,2024-05-17 11:11:07.443158,2024-05-17 11:34:07.443158,23.0,Completed,,2024-05-09 18:14:46.028872
3176,32,1585,Payroll,Edit payroll,2024-03-25 01:15:37.192650,2024-03-25 01:54:37.192650,39.0,Completed,,2024-03-27 12:16:04.358383
3177,32,1590,Leave Management,Create new leave,2024-05-15 09:38:05.861380,2024-05-15 10:08:05.861380,30.0,Not completed,Permission denied,2024-04-17 09:28:09.810045
3178,32,1584,Performance Review,Submit for approval,2024-03-24 04:34:01.892220,2024-03-24 05:32:01.892220,58.0,Not completed,Database error,2024-04-27 06:58:06.291101
3179,32,1600,Payroll,Create payroll notifications,2024-05-23 11:20:21.904938,2024-05-23 11:30:21.904938,10.0,Completed,,2024-05-22 16:30:23.901073
3180,32,1552,Payroll,Create payroll notifications,2024-04-07 17:14:26.334266,2024-04-07 17:23:26.334266,9.0,Completed,,2024-05-07 18:28:55.303064
3181,32,1585,Performance Review,Submit for approval,2024-04-04 03:26:08.248502,2024-04-04 04:17:08.248502,51.0,Completed,,2024-05-12 17:22:48.655504
3182,32,1583,Payroll,Create payroll notifications,2024-04-30 06:40:23.900010,2024-04-30 07:17:23.900010,37.0,Not completed,Permission denied,2024-05-12 13:18:22.813957
3183,32,1565,Leave Management,Submit for approval,2024-05-04 16:22:24.497101,2024-05-04 16:42:24.497101,20.0,Not completed,Connection timeout,2024-05-13 10:30:04.594076
3184,32,1569,Performance Review,Start new review,2024-04-01 05:21:14.636507,2024-04-01 06:09:14.636507,48.0,Not completed,Database error,2024-04-09 07:17:29.848134
3185,32,1598,Payroll,Edit payroll,2024-04-04 05:24:02.899926,2024-04-04 06:10:02.899926,46.0,Not completed,Invalid data format,2024-03-31 09:17:02.768932
3186,32,1554,Payroll,Submit payroll,2024-04-06 08:49:39.313143,2024-04-06 09:42:39.313143,53.0,Completed,,2024-03-28 22:22:35.877787
3187,32,1581,Performance Review,Start new review,2024-04-20 04:38:37.552832,2024-04-20 05:13:37.552832,35.0,Completed,,2024-04-13 20:40:38.591840
3188,32,1579,Performance Review,Submit for approval,2024-03-24 09:34:08.208889,2024-03-24 10:31:08.208889,57.0,Completed,,2024-04-04 18:05:20.923723
3189,32,1572,Leave Management,Delete leave submission,2024-05-05 14:06:51.891736,2024-05-05 14:23:51.891736,17.0,Completed,,2024-03-26 12:00:56.497242
3190,32,1568,Leave Management,Submit for approval,2024-03-24 23:46:21.715030,2024-03-25 00:23:21.715030,37.0,Not completed,Invalid data format,2024-05-14 23:19:55.008483
3191,32,1581,Payroll,Submit payroll,2024-05-18 12:43:30.016318,2024-05-18 12:49:30.016318,6.0,Completed,,2024-03-26 02:33:37.164187
3192,32,1583,Payroll,Create payroll notifications,2024-04-08 16:03:08.906436,2024-04-08 17:01:08.906436,58.0,Completed,,2024-04-14 15:57:05.286560
3193,32,1553,Performance Review,Edit existing review,2024-04-28 04:56:00.590732,2024-04-28 05:18:00.590732,22.0,Not completed,Permission denied,2024-05-01 00:28:54.004744
3194,32,1560,Payroll,Edit payroll,2024-05-21 12:49:06.464717,2024-05-21 13:33:06.464717,44.0,Completed,,2024-04-09 07:26:12.988694
3195,32,1559,Payroll,Create payroll notifications,2024-04-17 07:01:43.048666,2024-04-17 07:41:43.048666,40.0,Not completed,Database error,2024-04-15 17:55:00.259762
3196,32,1588,Performance Review,Delete review,2024-05-13 21:04:17.093612,2024-05-13 22:04:17.093612,60.0,Completed,,2024-04-04 14:38:04.895722
3197,32,1553,Performance Review,Submit for approval,2024-05-18 04:19:48.255200,2024-05-18 04:52:48.255200,33.0,Completed,,2024-05-03 03:20:58.441795
3198,32,1557,Leave Management,Appeal leave status,2024-04-22 14:55:45.328193,2024-04-22 15:18:45.328193,23.0,Completed,,2024-05-06 15:13:46.123085
3199,32,1558,Leave Management,Submit for approval,2024-04-04 19:51:17.787171,2024-04-04 20:19:17.787171,28.0,Not completed,Unable to process user input,2024-03-26 12:56:27.064219
3200,32,1568,Leave Management,Submit for approval,2024-05-15 12:19:38.218358,2024-05-15 13:03:38.218358,44.0,Not completed,Connection timeout,2024-04-14 13:24:27.679481
3201,33,1650,Performance Review,Delete review,2024-05-15 23:58:37.031726,2024-05-16 00:39:37.031726,41.0,Not completed,Database error,2024-04-30 18:53:41.018078
3202,33,1646,Performance Review,Submit for approval,2024-04-28 06:34:31.474664,2024-04-28 07:31:31.474664,57.0,Completed,,2024-05-16 13:21:22.323142
3203,33,1613,Performance Review,Start new review,2024-04-11 08:16:33.807868,2024-04-11 08:27:33.807868,11.0,Completed,,2024-04-16 04:09:38.490215
3204,33,1607,Payroll,Submit payroll,2024-05-14 06:09:26.208710,2024-05-14 06:32:26.208710,23.0,Not completed,Database error,2024-05-18 01:39:10.829297
3205,33,1625,Leave Management,Submit for approval,2024-05-10 15:59:23.139545,2024-05-10 16:42:23.139545,43.0,Not completed,Connection timeout,2024-05-18 18:26:55.586657
3206,33,1633,Leave Management,Create new leave,2024-04-26 08:21:43.894809,2024-04-26 08:47:43.894809,26.0,Completed,,2024-04-03 09:39:00.385252
3207,33,1611,Performance Review,Submit for approval,2024-05-14 11:10:30.128314,2024-05-14 11:32:30.128314,22.0,Not completed,Unable to process user input,2024-05-16 14:24:59.613572
3208,33,1635,Payroll,Submit payroll,2024-04-11 08:47:02.545333,2024-04-11 09:03:02.545333,16.0,Completed,,2024-05-03 10:16:27.596244
3209,33,1608,Leave Management,Delete leave submission,2024-03-25 00:04:29.176090,2024-03-25 00:18:29.176090,14.0,Completed,,2024-05-19 04:52:16.832280
3210,33,1623,Payroll,Submit payroll,2024-04-13 23:29:16.612886,2024-04-14 00:19:16.612886,50.0,Not completed,Database error,2024-04-27 04:02:19.867726
3211,33,1648,Performance Review,Edit existing review,2024-05-04 11:32:49.652957,2024-05-04 11:48:49.652957,16.0,Not completed,Unable to process user input,2024-05-12 22:58:05.755051
3212,33,1649,Leave Management,Delete leave submission,2024-05-05 20:54:52.496125,2024-05-05 21:49:52.496125,55.0,Completed,,2024-04-12 18:07:59.771847
3213,33,1612,Payroll,Submit payroll,2024-05-19 11:31:14.030326,2024-05-19 12:06:14.030326,35.0,Completed,,2024-04-06 10:06:56.887815
3214,33,1614,Leave Management,Delete leave submission,2024-05-08 07:13:50.545154,2024-05-08 07:30:50.545154,17.0,Completed,,2024-04-23 17:03:49.189687
3215,33,1630,Leave Management,Create new leave,2024-04-08 06:40:59.463518,2024-04-08 06:48:59.463518,8.0,Not completed,Invalid data format,2024-04-24 01:20:00.819330
3216,33,1609,Performance Review,Edit existing review,2024-04-12 00:26:44.882924,2024-04-12 00:40:44.882924,14.0,Not completed,Database error,2024-04-24 13:09:25.768361
3217,33,1637,Performance Review,Submit for approval,2024-04-05 13:08:23.179977,2024-04-05 13:44:23.179977,36.0,Completed,,2024-04-08 22:42:09.070246
3218,33,1601,Leave Management,Submit for approval,2024-04-07 17:47:29.164830,2024-04-07 18:02:29.164830,15.0,Completed,,2024-05-15 06:41:10.459889
3219,33,1615,Performance Review,Submit for approval,2024-04-16 16:19:05.771836,2024-04-16 17:13:05.771836,54.0,Completed,,2024-05-14 23:51:37.714173
3220,33,1642,Leave Management,Submit for approval,2024-04-15 21:39:51.877804,2024-04-15 21:50:51.877804,11.0,Not completed,Permission denied,2024-04-12 08:31:40.089647
3221,33,1618,Leave Management,Create new leave,2024-05-03 06:19:08.941663,2024-05-03 06:50:08.941663,31.0,Completed,,2024-04-17 11:20:48.746383
3222,33,1606,Leave Management,Appeal leave status,2024-05-12 16:03:40.332090,2024-05-12 16:39:40.332090,36.0,Completed,,2024-05-02 05:36:36.476951
