GoalID,EmployeeID,GoalDescription,StartDate,EndDate,Status,Progress
795,795,Achieve a 20% increase in sales in the next quarter.,2023-10-21,2024-03-03,Not Started,76.25
796,796,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-21,2024-03-28,In Progress,82.01
797,797,Develop a new training program for new hires within the next quarter.,2024-02-13,2024-04-22,In Progress,54.96
798,798,Achieve a 20% increase in sales in the next quarter.,2024-01-25,2024-06-21,In Progress,43.58
799,799,Complete the new feature development by the end of Q2.,2023-12-13,2024-02-27,Not Started,44.81
800,800,Achieve a 20% increase in sales in the next quarter.,2023-11-10,2023-11-13,Completed,7.1
801,801,Develop a new training program for new hires within the next quarter.,2023-06-16,2023-08-02,On Hold,63.95
802,802,Achieve a 20% increase in sales in the next quarter.,2023-07-03,2023-12-08,In Progress,64.7
803,803,Reduce the error rate in data processing by 5% by the end of the year.,2023-08-22,2023-12-22,Not Started,44.89
804,804,Develop a new training program for new hires within the next quarter.,2023-12-14,2024-04-22,On Hold,40.89
805,805,Develop a new training program for new hires within the next quarter.,2023-07-19,2023-10-02,On Hold,17.2
806,806,Complete the new feature development by the end of Q2.,2023-07-16,2023-10-12,Not Started,88.31
807,807,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-23,2024-04-28,Completed,71.44
808,808,Achieve a 20% increase in sales in the next quarter.,2023-11-26,2024-02-26,Completed,52.35
809,809,Achieve a 20% increase in sales in the next quarter.,2023-07-16,2023-09-11,In Progress,29.02
810,810,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-11,2024-10-23,Completed,87.94
811,811,Complete the new feature development by the end of Q2.,2024-04-07,2024-05-25,On Hold,83.34
812,812,Develop a new training program for new hires within the next quarter.,2023-10-20,2023-11-05,Not Started,77.69
813,813,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-24,2024-05-17,On Hold,30.76
814,814,Achieve a 20% increase in sales in the next quarter.,2023-12-20,2024-05-23,Not Started,3.07
815,815,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-05,2023-09-30,In Progress,84.76
816,816,Complete the new feature development by the end of Q2.,2023-08-05,2023-12-04,Completed,97.63
817,817,Develop a new training program for new hires within the next quarter.,2023-09-20,2023-09-22,Completed,83.08
818,818,Achieve a 20% increase in sales in the next quarter.,2024-01-12,2024-04-24,Completed,27.82
819,819,Complete the new feature development by the end of Q2.,2023-06-21,2023-08-05,In Progress,31.44
820,820,Complete the new feature development by the end of Q2.,2024-01-26,2024-05-12,Not Started,51.62
821,821,Complete the new feature development by the end of Q2.,2024-04-14,2024-06-24,Not Started,31.3
822,822,Complete the new feature development by the end of Q2.,2023-06-30,2023-11-17,On Hold,28.36
823,823,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-01,2024-01-27,Not Started,50.56
824,824,Achieve a 20% increase in sales in the next quarter.,2024-01-20,2024-06-27,Completed,91.37
825,825,Achieve a 20% increase in sales in the next quarter.,2024-01-18,2024-04-27,Completed,51.35
826,826,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-14,2024-01-29,Not Started,84.98
827,827,Achieve a 20% increase in sales in the next quarter.,2023-07-21,2023-09-22,Not Started,7.51
828,828,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-06,2024-07-25,Completed,15.91
829,829,Achieve a 20% increase in sales in the next quarter.,2024-03-07,2024-04-28,Not Started,43.34
830,830,Achieve a 20% increase in sales in the next quarter.,2023-12-16,2024-06-05,On Hold,53.9
831,831,Achieve a 20% increase in sales in the next quarter.,2023-06-15,2023-06-16,In Progress,5.4
832,832,Achieve a 20% increase in sales in the next quarter.,2024-04-29,2024-05-01,On Hold,48.3
833,833,Develop a new training program for new hires within the next quarter.,2023-11-13,2023-12-09,On Hold,1.62
834,834,Develop a new training program for new hires within the next quarter.,2023-10-16,2023-10-17,Completed,26.92
835,835,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-19,2024-04-29,In Progress,29.46
836,836,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-23,2023-12-12,Not Started,74.02
837,837,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-03,2024-02-21,Completed,31.81
838,838,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-28,2023-08-14,Not Started,37.71
839,839,Achieve a 20% increase in sales in the next quarter.,2024-05-09,2024-08-09,Not Started,84.07
840,840,Achieve a 20% increase in sales in the next quarter.,2024-04-13,2024-06-10,Completed,80.43
841,841,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-13,2023-10-29,Not Started,1.11
842,842,Complete the new feature development by the end of Q2.,2023-06-09,2023-07-06,Not Started,15.29
843,843,Complete the new feature development by the end of Q2.,2024-01-29,2024-02-04,Not Started,3.48
844,844,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-12,2024-02-06,Completed,58.47
845,845,Achieve a 20% increase in sales in the next quarter.,2024-05-14,2024-10-07,Not Started,30.26
846,846,Achieve a 20% increase in sales in the next quarter.,2024-02-18,2024-06-28,On Hold,91.19
847,847,Develop a new training program for new hires within the next quarter.,2023-09-30,2024-03-07,In Progress,27.82
848,848,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-30,2023-09-01,On Hold,61.57
849,849,Achieve a 20% increase in sales in the next quarter.,2023-10-26,2023-12-13,On Hold,31.68
850,850,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-18,2024-01-26,Not Started,18.25
851,851,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-30,2024-01-17,In Progress,66.69
852,852,Develop a new training program for new hires within the next quarter.,2023-07-15,2023-10-19,Not Started,70.49
853,853,Develop a new training program for new hires within the next quarter.,2024-04-21,2024-08-16,Not Started,87.27
854,854,Achieve a 20% increase in sales in the next quarter.,2023-11-06,2024-03-27,In Progress,82.08
855,855,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-17,2024-02-21,In Progress,78.06
856,856,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-07,2023-07-25,In Progress,16.06
857,857,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-03,2023-06-26,Not Started,73.89
858,858,Develop a new training program for new hires within the next quarter.,2024-05-20,2024-09-16,Completed,28.97
859,859,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-25,2024-04-10,In Progress,92.09
860,860,Develop a new training program for new hires within the next quarter.,2023-11-23,2024-01-27,On Hold,84.53
861,861,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-22,2024-02-09,On Hold,97.17
862,862,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-08,2024-06-09,In Progress,57.8
863,863,Develop a new training program for new hires within the next quarter.,2023-08-29,2023-12-27,In Progress,93.27
864,864,Develop a new training program for new hires within the next quarter.,2023-05-23,2023-06-21,On Hold,90.21
865,865,Complete the new feature development by the end of Q2.,2023-08-29,2024-01-08,Completed,81.3
866,866,Complete the new feature development by the end of Q2.,2024-04-10,2024-09-25,On Hold,12.25
867,867,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-14,2024-07-09,In Progress,9.09
868,868,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-25,2024-07-31,In Progress,26.44
869,869,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-20,2024-04-20,On Hold,44.87
870,870,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-15,2023-10-29,In Progress,46.56
871,871,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-29,2024-09-10,In Progress,91.34
872,872,Reduce the error rate in data processing by 5% by the end of the year.,2024-05-16,2024-06-02,Not Started,97.59
873,873,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-13,2024-01-18,On Hold,73.93
874,874,Achieve a 20% increase in sales in the next quarter.,2024-03-03,2024-03-04,Completed,51.55
875,875,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-15,2024-02-20,On Hold,3.07
876,876,Complete the new feature development by the end of Q2.,2023-07-09,2023-08-23,On Hold,33.12
877,877,Complete the new feature development by the end of Q2.,2023-12-16,2024-03-27,On Hold,3.04
878,878,Develop a new training program for new hires within the next quarter.,2024-03-29,2024-04-16,Completed,35.32
879,879,Achieve a 20% increase in sales in the next quarter.,2023-11-20,2024-03-03,In Progress,22.72
880,880,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-10,2024-01-18,Completed,76.12
881,881,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-31,2024-01-24,Not Started,68.77
882,882,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-29,2024-04-13,Not Started,33.58
883,883,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-04,2023-12-01,On Hold,59.29
884,884,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-14,2024-01-19,On Hold,14.81
885,885,Develop a new training program for new hires within the next quarter.,2023-06-10,2023-11-01,On Hold,29.25
886,886,Develop a new training program for new hires within the next quarter.,2023-10-24,2023-12-16,In Progress,70.61
887,887,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-26,2024-06-20,In Progress,3.78
888,888,Develop a new training program for new hires within the next quarter.,2023-12-25,2024-04-21,Completed,30.1
889,889,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-21,2024-06-20,Not Started,43.11
890,890,Achieve a 20% increase in sales in the next quarter.,2024-02-19,2024-05-23,On Hold,11.1
891,891,Develop a new training program for new hires within the next quarter.,2023-07-24,2023-12-06,On Hold,49.5
892,892,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-06,2023-08-05,Not Started,72.26
893,893,Develop a new training program for new hires within the next quarter.,2024-02-03,2024-02-28,In Progress,87.88
894,894,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-16,2023-06-18,Not Started,2.76
895,895,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-11,2024-04-13,Completed,75.2
896,896,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-07,2024-04-16,Not Started,28.64
897,897,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-22,2023-11-26,Completed,66.67
898,898,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-10,2024-09-21,Not Started,33.17
899,899,Develop a new training program for new hires within the next quarter.,2023-12-04,2024-02-29,In Progress,38.17
900,900,Achieve a 20% increase in sales in the next quarter.,2024-02-10,2024-07-15,Completed,65.12
901,901,Complete the new feature development by the end of Q2.,2024-04-03,2024-08-16,In Progress,59.63
902,902,Achieve a 20% increase in sales in the next quarter.,2024-02-19,2024-04-17,Not Started,7.77
903,903,Develop a new training program for new hires within the next quarter.,2023-10-25,2024-02-27,Completed,90.63
904,904,Complete the new feature development by the end of Q2.,2024-05-11,2024-06-01,Not Started,19.68
905,905,Develop a new training program for new hires within the next quarter.,2024-04-16,2024-07-22,In Progress,71.62
906,906,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-30,2023-12-06,In Progress,36.57
907,907,Achieve a 20% increase in sales in the next quarter.,2023-06-19,2023-08-11,On Hold,21.8
908,908,Achieve a 20% increase in sales in the next quarter.,2023-07-11,2023-10-22,On Hold,76.38
909,909,Achieve a 20% increase in sales in the next quarter.,2023-08-30,2024-02-08,Not Started,0.18
910,910,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-19,2023-10-25,Not Started,21.67
911,911,Achieve a 20% increase in sales in the next quarter.,2024-01-14,2024-02-04,Completed,57.93
912,912,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-03,2024-02-17,On Hold,76.4
913,913,Achieve a 20% increase in sales in the next quarter.,2024-02-07,2024-07-19,On Hold,0.61
914,914,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-25,2023-09-26,In Progress,31.14
915,915,Achieve a 20% increase in sales in the next quarter.,2024-03-02,2024-05-14,Completed,28.71
916,916,Achieve a 20% increase in sales in the next quarter.,2023-11-17,2024-01-28,In Progress,75.77
917,917,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-24,2024-09-30,Completed,18.19
918,918,Develop a new training program for new hires within the next quarter.,2023-07-08,2023-12-10,Not Started,29.74
919,919,Achieve a 20% increase in sales in the next quarter.,2023-11-09,2024-02-07,Completed,11.74
920,920,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-06,2023-08-24,Not Started,58.4
921,921,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-11,2024-06-28,Completed,19.33
922,922,Achieve a 20% increase in sales in the next quarter.,2024-01-15,2024-03-02,Completed,85.77
923,923,Complete the new feature development by the end of Q2.,2024-04-17,2024-06-06,Not Started,40.83
924,924,Complete the new feature development by the end of Q2.,2023-08-06,2023-08-22,On Hold,34.36
925,925,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-02,2023-12-31,Completed,58.37
926,926,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-18,2023-10-13,Not Started,56.62
927,927,Achieve a 20% increase in sales in the next quarter.,2024-02-25,2024-04-03,On Hold,54.71
928,928,Complete the new feature development by the end of Q2.,2023-12-27,2024-03-16,Completed,1.96
929,929,Develop a new training program for new hires within the next quarter.,2024-04-24,2024-06-02,Completed,32.47
930,930,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-01,2023-07-18,On Hold,47.8
931,931,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-15,2024-02-22,Completed,31.97
932,932,Complete the new feature development by the end of Q2.,2024-04-23,2024-06-01,On Hold,79.24
933,933,Develop a new training program for new hires within the next quarter.,2023-06-26,2023-11-17,Not Started,62.31
934,934,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-17,2024-05-26,On Hold,54.79
935,935,Complete the new feature development by the end of Q2.,2023-09-17,2023-10-20,On Hold,21.65
936,936,Achieve a 20% increase in sales in the next quarter.,2024-04-30,2024-08-26,In Progress,67.69
937,937,Develop a new training program for new hires within the next quarter.,2024-01-17,2024-06-24,Completed,57.51
938,938,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-25,2023-11-04,Completed,73.33
939,939,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-02,2023-12-06,Completed,19.47
940,940,Achieve a 20% increase in sales in the next quarter.,2023-11-13,2024-05-06,On Hold,39.77
941,941,Achieve a 20% increase in sales in the next quarter.,2023-07-15,2023-12-11,Completed,29.96
942,942,Achieve a 20% increase in sales in the next quarter.,2024-03-25,2024-06-24,On Hold,46.44
943,943,Develop a new training program for new hires within the next quarter.,2024-03-20,2024-07-15,Completed,92.72
944,944,Develop a new training program for new hires within the next quarter.,2024-04-28,2024-09-24,Completed,23.32
945,945,Complete the new feature development by the end of Q2.,2023-07-01,2023-07-27,Completed,25.51
946,946,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-22,2024-02-11,In Progress,22.08
947,947,Complete the new feature development by the end of Q2.,2024-02-25,2024-06-11,Completed,25.65
948,948,Complete the new feature development by the end of Q2.,2024-01-24,2024-03-19,In Progress,20.43
949,949,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-07,2023-10-31,In Progress,94.4
950,950,Develop a new training program for new hires within the next quarter.,2023-09-04,2023-11-28,Completed,79.05
951,951,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-19,2024-01-25,In Progress,64.58
952,952,Develop a new training program for new hires within the next quarter.,2023-10-10,2023-12-25,Not Started,9.31
953,953,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-05,2024-01-03,Not Started,79.48
954,954,Develop a new training program for new hires within the next quarter.,2023-12-24,2024-02-18,Completed,27.23
955,955,Complete the new feature development by the end of Q2.,2023-08-06,2023-12-22,Completed,86.23
956,956,Develop a new training program for new hires within the next quarter.,2024-05-16,2024-09-28,In Progress,96.53
957,957,Develop a new training program for new hires within the next quarter.,2023-08-20,2023-12-15,In Progress,23.74
958,958,Complete the new feature development by the end of Q2.,2024-02-26,2024-06-01,Not Started,79.85
959,959,Develop a new training program for new hires within the next quarter.,2023-09-20,2023-12-17,Completed,88.99
960,960,Develop a new training program for new hires within the next quarter.,2023-09-09,2023-09-16,Not Started,94.2
961,961,Complete the new feature development by the end of Q2.,2023-11-26,2024-03-16,Not Started,62.69
962,962,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-05,2024-01-14,On Hold,82.2
963,963,Achieve a 20% increase in sales in the next quarter.,2024-01-14,2024-06-15,On Hold,31.52
964,964,Achieve a 20% increase in sales in the next quarter.,2023-07-22,2023-09-21,Not Started,90.58
965,965,Develop a new training program for new hires within the next quarter.,2023-07-31,2023-08-01,Not Started,11.17
966,966,Complete the new feature development by the end of Q2.,2024-05-18,2024-09-22,Not Started,94.05
967,967,Complete the new feature development by the end of Q2.,2024-05-11,2024-07-26,Completed,13.85
968,968,Reduce the error rate in data processing by 5% by the end of the year.,2023-07-24,2023-11-22,In Progress,35.46
969,969,Increase customer satisfaction score by 10% within the next 6 months.,2024-02-09,2024-07-17,On Hold,23.44
970,970,Develop a new training program for new hires within the next quarter.,2024-02-23,2024-05-21,Completed,66.8
971,971,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-27,2024-04-19,Completed,63.0
972,972,Develop a new training program for new hires within the next quarter.,2024-01-02,2024-01-21,In Progress,44.81
973,973,Develop a new training program for new hires within the next quarter.,2023-06-19,2023-07-27,Completed,72.56
974,974,Develop a new training program for new hires within the next quarter.,2023-09-15,2024-02-14,Completed,45.89
975,975,Develop a new training program for new hires within the next quarter.,2023-09-11,2023-09-11,Completed,80.29
976,976,Reduce the error rate in data processing by 5% by the end of the year.,2023-09-24,2023-10-29,Completed,17.87
977,977,Complete the new feature development by the end of Q2.,2024-01-12,2024-04-07,Not Started,55.72
978,978,Complete the new feature development by the end of Q2.,2023-06-02,2023-06-02,Completed,4.58
979,979,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-11,2024-09-03,Completed,20.69
980,980,Achieve a 20% increase in sales in the next quarter.,2024-03-21,2024-04-01,Completed,55.25
981,981,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-11,2024-09-07,In Progress,12.14
982,982,Develop a new training program for new hires within the next quarter.,2023-12-16,2024-03-21,In Progress,22.78
983,983,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-22,2023-11-20,Not Started,39.17
984,984,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-04,2023-12-14,Not Started,41.64
985,985,Reduce the error rate in data processing by 5% by the end of the year.,2023-06-08,2023-07-13,Completed,29.62
986,986,Achieve a 20% increase in sales in the next quarter.,2023-09-09,2024-01-06,Completed,16.32
987,987,Achieve a 20% increase in sales in the next quarter.,2024-03-31,2024-06-08,Not Started,54.58
988,988,Develop a new training program for new hires within the next quarter.,2023-06-25,2023-10-06,Not Started,17.11
989,989,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-26,2024-07-14,Not Started,38.73
990,990,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-18,2023-12-16,In Progress,37.8
991,991,Increase customer satisfaction score by 10% within the next 6 months.,2023-12-21,2024-02-28,On Hold,60.59
992,992,Complete the new feature development by the end of Q2.,2023-10-15,2023-10-22,Completed,38.23
993,993,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-17,2024-01-15,Completed,53.39
994,994,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-08,2024-07-24,Completed,49.24
995,995,Develop a new training program for new hires within the next quarter.,2024-02-03,2024-03-02,Completed,10.63
996,996,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-26,2023-08-06,Not Started,40.48
997,997,Increase customer satisfaction score by 10% within the next 6 months.,2023-11-10,2024-04-12,Completed,97.15
998,998,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-02,2024-03-07,Not Started,62.58
999,999,Develop a new training program for new hires within the next quarter.,2023-08-15,2023-11-09,On Hold,92.08
1000,1000,Develop a new training program for new hires within the next quarter.,2023-10-07,2023-11-27,In Progress,54.4
1001,1001,Develop a new training program for new hires within the next quarter.,2023-11-17,2023-12-05,Completed,39.5
1002,1002,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-28,2024-08-16,On Hold,28.0
1003,1003,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-15,2024-05-18,On Hold,4.91
1004,1004,Develop a new training program for new hires within the next quarter.,2024-03-28,2024-09-19,Completed,75.57
1005,1005,Reduce the error rate in data processing by 5% by the end of the year.,2024-04-15,2024-05-22,In Progress,94.06
1006,1006,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-24,2023-12-02,On Hold,43.4
1007,1007,Complete the new feature development by the end of Q2.,2024-05-19,2024-08-28,Not Started,38.33
1008,1008,Develop a new training program for new hires within the next quarter.,2024-02-13,2024-05-06,In Progress,53.24
1009,1009,Develop a new training program for new hires within the next quarter.,2024-01-03,2024-02-07,On Hold,18.97
1010,1010,Complete the new feature development by the end of Q2.,2023-09-12,2023-10-23,Completed,32.73
1011,1011,Develop a new training program for new hires within the next quarter.,2023-10-09,2024-04-01,In Progress,98.02
1012,1012,Achieve a 20% increase in sales in the next quarter.,2023-10-12,2023-11-30,In Progress,17.28
1013,1013,Complete the new feature development by the end of Q2.,2024-01-20,2024-07-01,In Progress,56.77
1014,1014,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-27,2024-06-05,On Hold,11.63
1015,1015,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-26,2023-11-26,Not Started,17.67
1016,1016,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-15,2024-08-14,Not Started,57.24
1017,1017,Complete the new feature development by the end of Q2.,2024-02-04,2024-04-05,On Hold,87.47
1018,1018,Develop a new training program for new hires within the next quarter.,2024-03-25,2024-05-06,Completed,31.12
1019,1019,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-31,2023-10-31,Not Started,51.15
1020,1020,Complete the new feature development by the end of Q2.,2023-10-16,2024-01-05,On Hold,19.36
1021,1021,Develop a new training program for new hires within the next quarter.,2023-06-13,2023-07-30,In Progress,90.76
1022,1022,Complete the new feature development by the end of Q2.,2023-09-26,2023-12-29,Completed,87.19
1023,1023,Reduce the error rate in data processing by 5% by the end of the year.,2023-10-01,2023-12-16,Not Started,40.45
1024,1024,Complete the new feature development by the end of Q2.,2023-09-27,2024-02-14,In Progress,28.41
1025,1025,Complete the new feature development by the end of Q2.,2023-12-18,2023-12-18,Completed,48.27
1026,1026,Achieve a 20% increase in sales in the next quarter.,2023-07-03,2023-10-28,Completed,88.6
1027,1027,Complete the new feature development by the end of Q2.,2023-12-26,2024-06-02,On Hold,41.31
1028,1028,Develop a new training program for new hires within the next quarter.,2024-04-16,2024-07-12,Not Started,11.82
1029,1029,Complete the new feature development by the end of Q2.,2024-04-11,2024-07-18,Not Started,42.65
1030,1030,Increase customer satisfaction score by 10% within the next 6 months.,2024-05-22,2024-08-29,In Progress,15.53
1031,1031,Achieve a 20% increase in sales in the next quarter.,2023-08-03,2023-08-24,Completed,62.55
1032,1032,Complete the new feature development by the end of Q2.,2023-12-09,2024-01-07,Completed,58.67
1033,1033,Complete the new feature development by the end of Q2.,2024-03-17,2024-05-19,On Hold,68.36
1034,1034,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-08,2024-03-12,In Progress,61.79
1035,1035,Achieve a 20% increase in sales in the next quarter.,2024-04-29,2024-06-07,In Progress,98.57
1036,1036,Develop a new training program for new hires within the next quarter.,2023-12-02,2023-12-12,On Hold,70.15
1037,1037,Reduce the error rate in data processing by 5% by the end of the year.,2023-05-24,2023-06-10,Not Started,51.03
1038,1038,Increase customer satisfaction score by 10% within the next 6 months.,2024-04-12,2024-07-30,Completed,93.97
1039,1039,Achieve a 20% increase in sales in the next quarter.,2023-10-17,2023-12-06,On Hold,33.25
1040,1040,Achieve a 20% increase in sales in the next quarter.,2023-10-25,2024-01-11,In Progress,72.85
1041,1041,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-12,2024-05-05,In Progress,29.51
1042,1042,Complete the new feature development by the end of Q2.,2023-10-02,2024-03-09,Not Started,63.51
1043,1043,Reduce the error rate in data processing by 5% by the end of the year.,2024-01-17,2024-01-19,In Progress,47.16
1044,1044,Complete the new feature development by the end of Q2.,2023-06-08,2023-08-10,Not Started,35.93
1045,1045,Complete the new feature development by the end of Q2.,2024-03-01,2024-06-02,Not Started,23.27
1046,1046,Develop a new training program for new hires within the next quarter.,2023-06-09,2023-10-31,Completed,57.99
1047,1047,Complete the new feature development by the end of Q2.,2024-02-13,2024-03-11,On Hold,64.18
1048,1048,Develop a new training program for new hires within the next quarter.,2023-11-28,2024-01-21,Completed,99.28
1049,1049,Increase customer satisfaction score by 10% within the next 6 months.,2023-05-28,2023-11-19,On Hold,99.95
1050,1050,Reduce the error rate in data processing by 5% by the end of the year.,2024-02-19,2024-04-17,On Hold,95.17
1051,1051,Complete the new feature development by the end of Q2.,2023-10-10,2024-03-12,Not Started,33.42
1052,1052,Complete the new feature development by the end of Q2.,2024-02-24,2024-04-24,On Hold,40.84
1053,1053,Achieve a 20% increase in sales in the next quarter.,2024-03-07,2024-07-30,Completed,75.92
1054,1054,Develop a new training program for new hires within the next quarter.,2024-01-13,2024-07-02,Completed,73.06
1055,1055,Increase customer satisfaction score by 10% within the next 6 months.,2023-10-25,2024-04-12,On Hold,5.99
1056,1056,Reduce the error rate in data processing by 5% by the end of the year.,2023-12-14,2024-03-15,Completed,83.88
1057,1057,Complete the new feature development by the end of Q2.,2023-11-02,2024-04-04,On Hold,60.41
1058,1058,Develop a new training program for new hires within the next quarter.,2024-05-06,2024-09-11,Not Started,9.68
1059,1059,Increase customer satisfaction score by 10% within the next 6 months.,2024-03-06,2024-03-14,On Hold,33.86
1060,1060,Develop a new training program for new hires within the next quarter.,2024-05-15,2024-07-04,On Hold,98.47
1061,1061,Achieve a 20% increase in sales in the next quarter.,2023-09-12,2024-02-28,On Hold,62.97
1062,1062,Achieve a 20% increase in sales in the next quarter.,2023-11-18,2024-01-09,Completed,83.27
1063,1063,Increase customer satisfaction score by 10% within the next 6 months.,2023-07-26,2023-08-07,Not Started,89.44
1064,1064,Complete the new feature development by the end of Q2.,2023-10-05,2023-11-08,Not Started,80.94
1065,1065,Develop a new training program for new hires within the next quarter.,2023-10-07,2023-12-22,Completed,76.62
1066,1066,Increase customer satisfaction score by 10% within the next 6 months.,2023-06-29,2023-12-21,On Hold,90.0
1067,1067,Develop a new training program for new hires within the next quarter.,2023-08-11,2024-01-22,On Hold,25.65
1068,1068,Develop a new training program for new hires within the next quarter.,2023-09-22,2024-01-28,Completed,56.06
1069,1069,Increase customer satisfaction score by 10% within the next 6 months.,2023-09-12,2024-02-15,Not Started,75.15
1070,1070,Reduce the error rate in data processing by 5% by the end of the year.,2024-03-12,2024-03-18,Not Started,34.5
1071,1071,Achieve a 20% increase in sales in the next quarter.,2024-03-29,2024-09-18,Completed,76.3
1072,1072,Complete the new feature development by the end of Q2.,2023-07-30,2023-08-22,In Progress,70.11
1073,1073,Develop a new training program for new hires within the next quarter.,2023-10-07,2023-12-10,Completed,89.68
1074,1074,Increase customer satisfaction score by 10% within the next 6 months.,2023-08-27,2023-11-04,On Hold,75.31
1075,1075,Develop a new training program for new hires within the next quarter.,2024-01-11,2024-05-06,Not Started,27.82
1076,1076,Complete the new feature development by the end of Q2.,2024-01-18,2024-03-12,In Progress,99.25
1077,1077,Complete the new feature development by the end of Q2.,2023-10-18,2023-11-20,Not Started,58.27
1078,1078,Achieve a 20% increase in sales in the next quarter.,2024-05-11,2024-07-10,Not Started,66.79
1079,1079,Achieve a 20% increase in sales in the next quarter.,2023-08-31,2023-11-09,On Hold,75.69
1080,1080,Reduce the error rate in data processing by 5% by the end of the year.,2023-11-07,2023-12-27,Not Started,9.69
1081,1081,Increase customer satisfaction score by 10% within the next 6 months.,2024-01-19,2024-03-21,In Progress,78.25
1082,1082,Achieve a 20% increase in sales in the next quarter.,2024-03-02,2024-04-07,Completed,52.52
1083,1083,Complete the new feature development by the end of Q2.,2023-12-19,2024-04-05,On Hold,54.55
