FeedbackID,CompanyID,EmployeeID,ModuleName,FeedbackType,FeedbackText,FeedbackDate,Rating
7670,26,1294,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2023-12-07,3.0
7671,26,1265,Payroll,Bug,The interface for submitting leave is not user-friendly.,2024-05-05,3.0
7672,26,1253,Performance Review,Bug,I encountered an error while trying to edit payroll details.,2023-09-03,3.0
7673,26,1290,Performance Review,Bug,Performance review module should allow adding attachments.,2023-07-05,3.0
7674,26,1300,Leave Management,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-10-15,4.0
7675,26,1298,Leave Management,Bug,Leave status appeal process needs improvement.,2024-02-09,5.0
7676,26,1289,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-04-10,5.0
7677,26,1262,Payroll,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-11-07,3.0
7678,26,1276,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2023-06-06,2.0
7679,26,1258,Leave Management,Bug,Unable to start a new performance review for an employee.,2024-03-09,1.0
7680,26,1278,Payroll,Suggestion for improvement,I encountered an issue while starting a new performance review.,2023-07-29,2.0
7681,26,1282,Payroll,Bug,There is a glitch in the payroll calculation.,2023-11-25,5.0
7682,26,1261,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2023-08-15,3.0
7683,26,1278,Leave Management,Bug,Suggestion: Provide more detailed error messages.,2023-10-04,4.0
7684,26,1257,Payroll,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-03-04,5.0
7685,26,1279,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-07-23,4.0
7686,26,1255,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-11-25,4.0
7687,26,1261,Leave Management,Bug,Leave submission page takes too long to load.,2023-11-24,5.0
7688,26,1296,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-08-05,3.0
7689,26,1272,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2023-09-25,4.0
7690,26,1285,Performance Review,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-02-01,1.0
7691,26,1269,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-07-26,3.0
7692,26,1300,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-03-19,2.0
7693,26,1269,Payroll,Bug,Leave management approval workflow is confusing.,2023-06-28,1.0
7694,26,1286,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-11-04,3.0
7695,26,1292,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-12-08,2.0
7696,26,1263,Leave Management,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2023-10-30,3.0
7697,26,1292,Payroll,Bug,The interface for submitting leave is not user-friendly.,2024-02-22,3.0
7698,26,1281,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-11-07,5.0
7699,26,1277,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-12-10,3.0
7700,26,1290,Payroll,Bug,I found a bug when trying to delete a leave submission.,2024-01-30,5.0
7701,26,1297,Payroll,Suggestion for improvement,Performance review module should allow adding attachments.,2023-07-08,1.0
7702,26,1271,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-09-08,5.0
7703,26,1255,Leave Management,Bug,The performance review module is missing some key functionalities.,2023-12-24,1.0
7704,26,1261,Performance Review,Bug,I encountered an error while trying to edit payroll details.,2024-04-27,4.0
7705,26,1267,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-11-26,2.0
7706,26,1290,Performance Review,Bug,There is a bug in the leave management approval process.,2023-08-07,5.0
7707,26,1270,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-08-05,3.0
7708,26,1291,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-06-12,4.0
7709,26,1289,Performance Review,Bug,Suggestion: Make the review submission process more intuitive.,2023-07-15,1.0
7710,26,1288,Leave Management,Suggestion for improvement,Performance review module should allow adding attachments.,2023-12-29,5.0
7711,26,1275,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-07-11,1.0
7712,26,1287,Performance Review,Bug,Leave management approval workflow is confusing.,2023-07-27,1.0
7713,26,1297,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-09-27,5.0
7714,26,1295,Payroll,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-09-16,3.0
7715,26,1280,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-04-14,5.0
7716,26,1276,Payroll,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-07-11,3.0
7717,26,1274,Performance Review,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-12-12,3.0
7718,26,1296,Payroll,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2023-10-01,4.0
7719,26,1271,Leave Management,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2024-01-10,3.0
7720,26,1251,Leave Management,Bug,Leave submission page takes too long to load.,2024-04-11,5.0
7721,26,1299,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2023-07-22,3.0
7722,26,1265,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2023-09-29,3.0
7723,26,1259,Performance Review,Bug,Suggestion: Provide more detailed error messages.,2024-03-02,3.0
7724,26,1258,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-08-29,3.0
7725,26,1294,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2023-09-11,3.0
7726,26,1298,Leave Management,Bug,Leave management does not show accurate leave balance.,2023-06-02,4.0
7727,26,1282,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-08-30,1.0
7728,26,1255,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-03-05,4.0
7729,26,1264,Leave Management,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-01-09,5.0
7730,26,1297,Leave Management,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-01-15,2.0
7731,26,1288,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-08-13,3.0
7732,26,1292,Performance Review,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-02-07,2.0
7733,26,1273,Payroll,Bug,There is a glitch in the payroll calculation.,2024-05-07,4.0
7734,26,1252,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2023-06-09,3.0
7735,26,1261,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-11-09,3.0
7736,26,1259,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-10-23,3.0
7737,26,1283,Leave Management,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2023-11-29,3.0
7738,26,1253,Performance Review,Bug,Suggestion: Add a feature to customize payroll notifications.,2024-03-08,3.0
7739,26,1286,Performance Review,Bug,There is a bug in the leave management approval process.,2024-02-15,3.0
7740,26,1290,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-05-13,4.0
7741,26,1261,Leave Management,Bug,I encountered an error while trying to edit payroll details.,2024-01-26,4.0
7742,26,1291,Leave Management,Bug,I found a bug when trying to delete a leave submission.,2024-01-29,3.0
7743,26,1294,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-11-20,3.0
7744,26,1297,Leave Management,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-09-05,5.0
7745,26,1257,Leave Management,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-11-01,1.0
7746,26,1286,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-08-09,3.0
7747,26,1282,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2024-02-12,1.0
7748,26,1259,Leave Management,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-06-29,1.0
7749,26,1295,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2023-10-03,4.0
7750,26,1300,Leave Management,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-07-01,5.0
7751,26,1277,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-04,1.0
7752,26,1271,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2024-04-04,3.0
7753,26,1287,Payroll,Bug,Suggestion: Add notifications for upcoming review deadlines.,2023-10-27,3.0
7754,26,1257,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-10-01,3.0
7755,26,1271,Payroll,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-03-13,4.0
7756,26,1260,Leave Management,Bug,The performance review module is missing some key functionalities.,2023-11-24,2.0
7757,26,1281,Performance Review,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-09-21,3.0
7758,26,1275,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-07-18,3.0
7759,26,1265,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-09-14,4.0
7760,26,1260,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-02-14,1.0
7761,26,1279,Payroll,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-06-04,2.0
7762,26,1295,Payroll,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-07-17,3.0
7763,26,1264,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2024-03-31,3.0
7764,26,1264,Payroll,Bug,The payroll module does not update employee details correctly.,2023-12-14,1.0
7765,26,1295,Leave Management,Bug,Leave management approval workflow is confusing.,2023-09-24,2.0
7766,26,1253,Leave Management,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-01-02,3.0
7767,26,1293,Leave Management,Bug,There is a glitch in the payroll calculation.,2023-10-23,1.0
7768,26,1259,Performance Review,Bug,I encountered an error while trying to edit payroll details.,2023-08-21,5.0
7769,26,1282,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-09-27,3.0
7770,26,1265,Leave Management,Suggestion for improvement,Suggestion: Improve the load time for payroll reports.,2024-03-14,3.0
7771,26,1253,Performance Review,Bug,The interface for submitting leave is not user-friendly.,2024-04-01,2.0
7772,26,1284,Leave Management,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-08-03,3.0
7773,26,1267,Payroll,Bug,Leave submission page takes too long to load.,2024-04-05,1.0
7774,26,1267,Leave Management,Bug,Bug: Error message displayed when submitting payroll.,2023-09-05,4.0
7775,26,1280,Performance Review,Suggestion for improvement,I encountered an issue while starting a new performance review.,2024-02-26,1.0
7776,26,1298,Leave Management,Bug,I found a bug when trying to delete a leave submission.,2023-08-19,1.0
7777,26,1273,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2024-03-05,5.0
7778,26,1252,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2024-03-06,3.0
7779,26,1253,Performance Review,Bug,Bug: Error message displayed when submitting payroll.,2024-03-04,5.0
7780,26,1254,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-01-23,2.0
7781,26,1257,Leave Management,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-10-23,3.0
7782,26,1270,Performance Review,Bug,Leave status appeal process needs improvement.,2024-01-26,1.0
7783,26,1254,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-07-14,4.0
7784,26,1287,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-03-24,3.0
7785,26,1276,Performance Review,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-11-05,3.0
7786,26,1298,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2024-01-24,3.0
7787,26,1292,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2023-07-02,3.0
7788,26,1270,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-06-03,3.0
7789,26,1294,Payroll,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2023-09-19,2.0
7790,26,1285,Payroll,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-08-22,4.0
7791,26,1258,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-03-27,3.0
7792,26,1299,Leave Management,Bug,Bug: Error message displayed when submitting payroll.,2024-02-01,3.0
7793,26,1271,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2024-01-30,3.0
7794,26,1261,Payroll,Suggestion for improvement,The payroll module could use a better summary report feature.,2024-03-22,5.0
7795,26,1279,Leave Management,Bug,The performance review module is missing some key functionalities.,2023-07-18,1.0
7796,26,1274,Performance Review,Bug,The payroll module does not update employee details correctly.,2024-04-14,3.0
7797,26,1292,Performance Review,Bug,I encountered an issue while starting a new performance review.,2023-08-01,4.0
7798,26,1300,Performance Review,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-10-30,1.0
7799,26,1275,Leave Management,Bug,It would be great if we could have more filtering options in the performance review module.,2024-05-22,3.0
7800,26,1265,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-01-09,3.0
7801,27,1313,Performance Review,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2023-12-07,5.0
7802,27,1319,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-06-15,4.0
7803,27,1329,Leave Management,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-08-03,2.0
7804,27,1350,Performance Review,Bug,I encountered an issue while starting a new performance review.,2024-04-15,5.0
7805,27,1331,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2024-01-02,3.0
7806,27,1334,Leave Management,Bug,Performance review module should allow adding attachments.,2023-07-18,4.0
7807,27,1331,Payroll,Bug,Suggestion: Include a dashboard for quick performance metrics.,2023-09-08,3.0
7808,27,1302,Payroll,Bug,The interface for submitting leave is not user-friendly.,2024-03-01,3.0
7809,27,1335,Performance Review,Suggestion for improvement,I encountered an issue while starting a new performance review.,2024-05-12,1.0
7810,27,1330,Performance Review,Bug,Suggestion: Improve the load time for payroll reports.,2023-08-10,4.0
7811,27,1344,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2023-06-30,3.0
7812,27,1304,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-09-16,5.0
7813,27,1338,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-12-09,1.0
7814,27,1349,Payroll,Bug,The application crashes when I try to submit payroll.,2024-01-25,2.0
7815,27,1348,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-01-25,3.0
7816,27,1317,Payroll,Suggestion for improvement,The interface for submitting leave is not user-friendly.,2024-02-06,1.0
7817,27,1323,Leave Management,Bug,I encountered an issue while starting a new performance review.,2023-12-06,5.0
7818,27,1338,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2024-04-23,5.0
7819,27,1304,Payroll,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-09-24,3.0
7820,27,1316,Leave Management,Bug,Suggestion: Improve the load time for payroll reports.,2024-01-04,3.0
7821,27,1342,Payroll,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-06-26,1.0
7822,27,1322,Performance Review,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2023-11-20,4.0
7823,27,1343,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-12-15,3.0
7824,27,1317,Leave Management,Suggestion for improvement,Suggestion: Provide more detailed error messages.,2024-04-29,5.0
7825,27,1344,Leave Management,Suggestion for improvement,Unable to start a new performance review for an employee.,2024-02-10,3.0
7826,27,1333,Performance Review,Bug,There is a glitch in the payroll calculation.,2024-01-11,2.0
7827,27,1310,Performance Review,Suggestion for improvement,Leave status appeal process needs improvement.,2023-11-04,1.0
7828,27,1318,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-12-24,5.0
7829,27,1339,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-08-24,4.0
7830,27,1346,Payroll,Bug,Suggestion: Improve the search functionality in performance reviews.,2024-03-05,2.0
7831,27,1303,Payroll,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-03-15,2.0
7832,27,1338,Leave Management,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-12-12,3.0
7833,27,1301,Payroll,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-12-13,1.0
7834,27,1309,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-12-30,4.0
7835,27,1350,Performance Review,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-03-23,3.0
7836,27,1337,Payroll,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2023-06-21,4.0
7837,27,1339,Leave Management,Suggestion for improvement,Leave submission page takes too long to load.,2024-01-02,4.0
7838,27,1342,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-10-25,4.0
7839,27,1332,Performance Review,Bug,Leave status appeal process needs improvement.,2024-04-18,5.0
7840,27,1347,Performance Review,Bug,Bug: Dates are not being saved correctly in the leave management module.,2023-08-13,3.0
7841,27,1330,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-09-24,1.0
7842,27,1341,Leave Management,Suggestion for improvement,The payroll module could use a better summary report feature.,2023-11-04,3.0
7843,27,1308,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2023-12-28,3.0
7844,27,1341,Payroll,Bug,Leave management approval workflow is confusing.,2024-05-18,1.0
7845,27,1302,Payroll,Bug,Leave management approval workflow is confusing.,2023-11-24,3.0
7846,27,1328,Leave Management,Suggestion for improvement,Bug: Dates are not being saved correctly in the leave management module.,2024-03-21,4.0
7847,27,1341,Performance Review,Suggestion for improvement,The payroll module does not update employee details correctly.,2023-12-21,4.0
7848,27,1311,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-09-08,1.0
7849,27,1337,Payroll,Suggestion for improvement,Suggestion: Improve the search functionality in performance reviews.,2024-01-07,1.0
7850,27,1329,Payroll,Suggestion for improvement,I encountered an issue while starting a new performance review.,2023-07-17,4.0
7851,27,1322,Leave Management,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-09-10,3.0
7852,27,1329,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2024-02-03,3.0
7853,27,1321,Payroll,Suggestion for improvement,There is a bug in the leave management approval process.,2023-06-11,4.0
7854,27,1313,Leave Management,Bug,The system logs me out unexpectedly while working on performance reviews.,2024-02-19,3.0
7855,27,1339,Performance Review,Bug,Leave management does not show accurate leave balance.,2024-05-22,3.0
7856,27,1339,Performance Review,Bug,I found a bug when trying to delete a leave submission.,2023-12-14,4.0
7857,27,1321,Leave Management,Bug,Suggestion: Allow bulk approval of leave requests.,2024-02-04,1.0
7858,27,1350,Leave Management,Bug,The payroll module could use a better summary report feature.,2023-10-12,3.0
7859,27,1319,Performance Review,Suggestion for improvement,Leave management does not show accurate leave balance.,2023-06-21,3.0
7860,27,1317,Payroll,Suggestion for improvement,Suggestion: Include a dashboard for quick performance metrics.,2023-07-22,3.0
7861,27,1329,Leave Management,Bug,Suggestion: Improve the search functionality in performance reviews.,2024-04-29,4.0
7862,27,1311,Leave Management,Bug,There is a glitch in the payroll calculation.,2023-11-10,2.0
7863,27,1309,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-07-07,2.0
7864,27,1346,Payroll,Suggestion for improvement,There is a glitch in the payroll calculation.,2024-03-12,3.0
7865,27,1350,Performance Review,Suggestion for improvement,Leave submission page takes too long to load.,2023-06-22,3.0
7866,27,1333,Leave Management,Bug,Leave status appeal process needs improvement.,2023-08-21,3.0
7867,27,1310,Leave Management,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-10-14,3.0
7868,27,1336,Leave Management,Bug,Bug: Dates are not being saved correctly in the leave management module.,2024-04-23,4.0
7869,27,1303,Payroll,Bug,Suggestion: Include an option to export payroll data as CSV.,2023-08-01,2.0
7870,27,1346,Payroll,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-02-29,3.0
7871,27,1307,Performance Review,Bug,Leave management does not show accurate leave balance.,2023-11-29,3.0
7872,27,1348,Payroll,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-10-09,5.0
7873,27,1337,Leave Management,Bug,The system logs me out unexpectedly while working on performance reviews.,2024-05-01,2.0
7874,27,1347,Leave Management,Bug,Leave submission page takes too long to load.,2023-06-11,3.0
7875,27,1338,Payroll,Bug,Leave status appeal process needs improvement.,2023-06-27,3.0
7876,27,1345,Leave Management,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2024-01-22,4.0
7877,27,1341,Leave Management,Bug,The application crashes when I try to submit payroll.,2023-11-22,4.0
7878,27,1333,Payroll,Bug,Leave submission page takes too long to load.,2024-02-20,3.0
7879,27,1311,Payroll,Bug,It would be great if we could have more filtering options in the performance review module.,2023-07-06,3.0
7880,27,1325,Performance Review,Suggestion for improvement,Unable to start a new performance review for an employee.,2023-12-12,2.0
7881,27,1342,Performance Review,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2023-07-06,1.0
7882,27,1332,Leave Management,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-11-19,3.0
7883,27,1311,Leave Management,Bug,The payroll module does not update employee details correctly.,2023-10-08,2.0
7884,27,1346,Leave Management,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2024-01-19,1.0
7885,27,1341,Payroll,Bug,The payroll module does not update employee details correctly.,2023-07-28,3.0
7886,27,1329,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-12-05,3.0
7887,27,1337,Payroll,Suggestion for improvement,Suggestion: Allow bulk approval of leave requests.,2024-04-22,1.0
7888,27,1305,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-08-13,3.0
7889,27,1322,Leave Management,Bug,Unable to start a new performance review for an employee.,2023-11-26,4.0
7890,27,1346,Performance Review,Bug,Bug: Unable to appeal leave status change.,2023-10-31,4.0
7891,27,1341,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2024-04-16,3.0
7892,27,1312,Leave Management,Bug,Suggestion: Provide more detailed error messages.,2023-06-22,3.0
7893,27,1328,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-11-14,3.0
7894,27,1336,Performance Review,Suggestion for improvement,Leave management approval workflow is confusing.,2024-05-21,3.0
7895,27,1310,Payroll,Suggestion for improvement,Leave management approval workflow is confusing.,2024-05-18,3.0
7896,27,1308,Performance Review,Bug,Leave submission page takes too long to load.,2023-11-21,3.0
7897,27,1316,Performance Review,Suggestion for improvement,Performance review module should allow adding attachments.,2023-06-26,4.0
7898,27,1316,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2023-10-16,1.0
7899,27,1304,Leave Management,Bug,Suggestion: Include an option to export payroll data as CSV.,2024-04-18,3.0
7900,27,1338,Leave Management,Suggestion for improvement,Suggestion: Make the review submission process more intuitive.,2023-07-09,4.0
7901,27,1310,Payroll,Suggestion for improvement,Leave management does not show accurate leave balance.,2024-04-07,4.0
7902,27,1315,Payroll,Bug,The interface for submitting leave is not user-friendly.,2024-02-28,5.0
7903,27,1324,Payroll,Bug,Suggestion: Improve the load time for payroll reports.,2023-09-15,5.0
7904,27,1332,Leave Management,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-09-16,5.0
7905,27,1314,Performance Review,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-07-14,3.0
7906,27,1334,Payroll,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2024-02-13,1.0
7907,27,1350,Performance Review,Bug,Leave status appeal process needs improvement.,2023-10-30,1.0
7908,27,1310,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2024-02-22,2.0
7909,27,1346,Performance Review,Bug,The payroll module does not update employee details correctly.,2023-10-14,4.0
7910,27,1312,Performance Review,Suggestion for improvement,There is a glitch in the payroll calculation.,2023-07-21,1.0
7911,27,1326,Leave Management,Suggestion for improvement,Suggestion: Add a feature to customize payroll notifications.,2024-05-18,3.0
7912,27,1322,Payroll,Bug,The system logs me out unexpectedly while working on performance reviews.,2023-06-27,3.0
7913,27,1344,Leave Management,Suggestion for improvement,There is a bug in the leave management approval process.,2023-06-07,3.0
7914,27,1347,Payroll,Suggestion for improvement,I encountered an error while trying to edit payroll details.,2024-02-01,5.0
7915,27,1312,Payroll,Suggestion for improvement,Leave status appeal process needs improvement.,2023-08-21,2.0
7916,27,1325,Performance Review,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-07-01,5.0
7917,27,1342,Performance Review,Bug,There is a glitch in the payroll calculation.,2023-07-22,4.0
7918,27,1301,Leave Management,Bug,Suggestion: Add notifications for upcoming review deadlines.,2024-01-25,3.0
7919,27,1348,Leave Management,Bug,Suggestion: Improve the search functionality in performance reviews.,2023-11-28,2.0
7920,27,1347,Performance Review,Bug,Leave management does not show accurate leave balance.,2023-06-20,4.0
7921,27,1325,Performance Review,Bug,The payroll module could use a better summary report feature.,2023-09-09,4.0
7922,27,1342,Performance Review,Suggestion for improvement,The performance review module is missing some key functionalities.,2024-02-29,3.0
7923,27,1327,Leave Management,Bug,Suggestion: Add a feature to customize payroll notifications.,2023-06-27,1.0
7924,27,1340,Payroll,Suggestion for improvement,The performance review module is missing some key functionalities.,2023-12-30,3.0
7925,27,1338,Leave Management,Bug,Leave submission page takes too long to load.,2024-04-06,5.0
7926,27,1319,Payroll,Bug,Leave submission page takes too long to load.,2023-06-25,3.0
7927,27,1337,Performance Review,Suggestion for improvement,Bug: Unable to appeal leave status change.,2023-12-05,4.0
7928,27,1313,Performance Review,Suggestion for improvement,It would be great if we could have more filtering options in the performance review module.,2023-12-13,2.0
7929,27,1339,Performance Review,Suggestion for improvement,I found a bug when trying to delete a leave submission.,2024-03-17,5.0
7930,27,1341,Payroll,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2024-01-06,2.0
7931,27,1305,Payroll,Suggestion for improvement,The system logs me out unexpectedly while working on performance reviews.,2024-03-08,2.0
7932,27,1342,Performance Review,Bug,The payroll module could use a better summary report feature.,2023-07-11,4.0
7933,27,1323,Payroll,Bug,There is a glitch in the payroll calculation.,2023-06-23,3.0
7934,27,1335,Payroll,Suggestion for improvement,Suggestion: Include an option to export payroll data as CSV.,2023-10-26,4.0
7935,27,1345,Performance Review,Bug,The application crashes when I try to submit payroll.,2024-01-04,2.0
7936,27,1308,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-19,1.0
7937,27,1338,Leave Management,Suggestion for improvement,Bug: Error message displayed when submitting payroll.,2024-02-27,3.0
7938,27,1324,Leave Management,Suggestion for improvement,Leave management approval workflow is confusing.,2023-06-14,2.0
7939,27,1334,Leave Management,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-10-23,1.0
7940,27,1326,Leave Management,Bug,Suggestion: Make the review submission process more intuitive.,2023-12-27,1.0
7941,27,1326,Leave Management,Suggestion for improvement,Suggestion: Add notifications for upcoming review deadlines.,2023-10-18,3.0
7942,27,1349,Payroll,Bug,Leave management does not show accurate leave balance.,2023-06-02,1.0
7943,27,1308,Performance Review,Suggestion for improvement,The application crashes when I try to submit payroll.,2023-12-09,4.0
7944,27,1333,Payroll,Bug,The payroll module does not update employee details correctly.,2023-10-12,3.0
7945,27,1311,Payroll,Bug,Suggestion: Make the review submission process more intuitive.,2024-02-10,2.0
7946,27,1311,Leave Management,Suggestion for improvement,The payroll module does not update employee details correctly.,2024-05-04,3.0
7947,27,1349,Payroll,Suggestion for improvement,I encountered an issue while starting a new performance review.,2024-04-06,3.0
