PayrollID,EmployeeID,PayPeriodStart,PayPeriodEnd,GrossSalary,Deductions,NetSalary,PaymentDate
1194,1194,2023-12-05,2024-01-04,5849.45,340.34,5509.11,2024-01-09
1195,1195,2023-07-15,2023-08-14,3697.11,411.78,3285.33,2023-08-19
1196,1196,2024-04-18,2024-05-18,5839.8,370.81,5468.99,2024-05-23
1197,1197,2023-07-10,2023-08-09,6210.52,440.71,5769.81,2023-08-14
1198,1198,2023-10-29,2023-11-28,5716.08,452.59,5263.49,2023-12-03
1199,1199,2024-04-22,2024-05-22,4654.37,471.21,4183.16,2024-05-27
1200,1200,2023-08-10,2023-09-09,4981.03,328.52,4652.51,2023-09-14
1201,1201,2023-12-06,2024-01-05,4752.53,359.58,4392.95,2024-01-10
1202,1202,2023-10-14,2023-11-13,6370.6,295.42,6075.18,2023-11-18
1203,1203,2024-01-08,2024-02-07,3895.52,446.18,3449.34,2024-02-12
1204,1204,2023-11-21,2023-12-21,4628.64,435.37,4193.27,2023-12-26
1205,1205,2023-10-30,2023-11-29,6342.61,354.25,5988.36,2023-12-04
1206,1206,2023-06-07,2023-07-07,4793.55,264.87,4528.68,2023-07-12
1207,1207,2023-12-10,2024-01-09,6654.69,398.83,6255.86,2024-01-14
1208,1208,2024-04-29,2024-05-29,3589.59,329.27,3260.32,2024-06-03
1209,1209,2024-04-06,2024-05-06,4099.81,414.79,3685.0200000000004,2024-05-11
1210,1210,2023-05-25,2023-06-24,3877.87,271.17,3606.7,2023-06-29
1211,1211,2024-03-02,2024-04-01,6693.91,365.55,6328.36,2024-04-06
1212,1212,2023-07-28,2023-08-27,6578.72,432.08,6146.64,2023-09-01
1213,1213,2023-07-04,2023-08-03,4544.13,325.46,4218.67,2023-08-08
1214,1214,2024-05-16,2024-06-15,3227.35,363.33,2864.02,2024-06-20
1215,1215,2023-06-12,2023-07-12,3571.51,442.46,3129.05,2023-07-17
1216,1216,2023-10-11,2023-11-10,6195.73,388.24,5807.49,2023-11-15
1217,1217,2024-04-09,2024-05-09,4531.43,262.41,4269.02,2024-05-14
1218,1218,2023-10-31,2023-11-30,5440.59,317.47,5123.12,2023-12-05
1219,1219,2023-06-17,2023-07-17,6804.99,401.59,6403.4,2023-07-22
1220,1220,2024-03-22,2024-04-21,6277.68,359.3,5918.38,2024-04-26
1221,1221,2023-12-13,2024-01-12,5432.29,368.76,5063.53,2024-01-17
1222,1222,2023-07-15,2023-08-14,5825.9,485.01,5340.889999999999,2023-08-19
1223,1223,2023-05-26,2023-06-25,4761.39,270.08,4491.31,2023-06-30
1224,1224,2023-07-16,2023-08-15,4734.05,245.9,4488.150000000001,2023-08-20
1225,1225,2023-09-17,2023-10-17,5242.91,260.82,4982.09,2023-10-22
1226,1226,2023-12-09,2024-01-08,3672.09,350.81,3321.28,2024-01-13
1227,1227,2023-09-05,2023-10-05,3539.49,294.24,3245.25,2023-10-10
1228,1228,2024-05-14,2024-06-13,6017.44,399.58,5617.86,2024-06-18
1229,1229,2023-07-25,2023-08-24,5626.46,235.88,5390.58,2023-08-29
1230,1230,2023-08-27,2023-09-26,3485.06,380.88,3104.18,2023-10-01
1231,1231,2024-02-02,2024-03-03,4269.41,256.59,4012.8199999999997,2024-03-08
1232,1232,2023-09-14,2023-10-14,6387.09,496.06,5891.03,2023-10-19
1233,1233,2024-01-15,2024-02-14,5465.1,431.96,5033.14,2024-02-19
1234,1234,2024-04-27,2024-05-27,6301.19,403.35,5897.839999999999,2024-06-01
1235,1235,2024-05-06,2024-06-05,6867.25,427.09,6440.16,2024-06-10
1236,1236,2023-08-25,2023-09-24,4026.99,288.03,3738.96,2023-09-29
1237,1237,2024-03-04,2024-04-03,4105.02,404.13,3700.8900000000003,2024-04-08
1238,1238,2024-02-10,2024-03-11,3116.27,435.76,2680.51,2024-03-16
1239,1239,2023-06-30,2023-07-30,5201.58,448.01,4753.57,2023-08-04
1240,1240,2023-11-22,2023-12-22,3403.8,288.54,3115.26,2023-12-27
1241,1241,2023-10-02,2023-11-01,3561.35,414.31,3147.04,2023-11-06
1242,1242,2023-06-20,2023-07-20,3467.61,251.03,3216.58,2023-07-25
1243,1243,2024-01-12,2024-02-11,6778.02,449.73,6328.290000000001,2024-02-16
1244,1244,2024-02-05,2024-03-06,3526.3,264.83,3261.4700000000003,2024-03-11
1245,1245,2023-08-07,2023-09-06,5735.03,437.32,5297.71,2023-09-11
1246,1246,2024-04-07,2024-05-07,4131.62,348.2,3783.42,2024-05-12
1247,1247,2023-11-09,2023-12-09,6746.19,222.62,6523.57,2023-12-14
1248,1248,2024-02-28,2024-03-29,4433.67,454.81,3978.86,2024-04-03
1249,1249,2023-07-01,2023-07-31,3043.25,235.58,2807.67,2023-08-05
1250,1250,2024-01-11,2024-02-10,6530.53,215.5,6315.03,2024-02-15
1251,1251,2023-08-27,2023-09-26,4122.07,394.66,3727.41,2023-10-01
1252,1252,2023-11-09,2023-12-09,6746.16,498.4,6247.76,2023-12-14
1253,1253,2023-07-03,2023-08-02,3658.46,297.8,3360.66,2023-08-07
1254,1254,2023-07-30,2023-08-29,4982.19,338.55,4643.639999999999,2023-09-03
1255,1255,2024-01-21,2024-02-20,5360.76,414.89,4945.87,2024-02-25
1256,1256,2024-05-17,2024-06-16,6193.1,206.75,5986.35,2024-06-21
1257,1257,2023-06-02,2023-07-02,4664.18,200.94,4463.240000000001,2023-07-07
1258,1258,2024-02-13,2024-03-14,4069.75,409.64,3660.11,2024-03-19
1259,1259,2024-05-14,2024-06-13,4934.87,401.81,4533.0599999999995,2024-06-18
1260,1260,2024-03-08,2024-04-07,6419.25,492.44,5926.81,2024-04-12
1261,1261,2023-10-30,2023-11-29,3078.42,479.49,2598.9300000000003,2023-12-04
1262,1262,2023-05-24,2023-06-23,6984.84,319.4,6665.4400000000005,2023-06-28
1263,1263,2023-08-05,2023-09-04,4172.89,455.44,3717.4500000000003,2023-09-09
1264,1264,2024-05-14,2024-06-13,5801.82,315.37,5486.45,2024-06-18
1265,1265,2024-02-01,2024-03-02,5421.33,306.37,5114.96,2024-03-07
1266,1266,2023-06-22,2023-07-22,3000.64,232.86,2767.7799999999997,2023-07-27
1267,1267,2024-04-16,2024-05-16,5762.15,438.63,5323.5199999999995,2024-05-21
1268,1268,2023-06-29,2023-07-29,3579.39,267.81,3311.58,2023-08-03
1269,1269,2023-06-05,2023-07-05,4624.91,318.87,4306.04,2023-07-10
1270,1270,2023-05-30,2023-06-29,4037.68,390.85,3646.83,2023-07-04
1271,1271,2024-01-17,2024-02-16,3747.87,369.12,3378.75,2024-02-21
1272,1272,2023-07-22,2023-08-21,5518.86,426.61,5092.25,2023-08-26
1273,1273,2023-11-08,2023-12-08,6896.65,455.92,6440.73,2023-12-13
1274,1274,2024-03-20,2024-04-19,4081.73,297.28,3784.45,2024-04-24
1275,1275,2023-09-26,2023-10-26,5541.92,355.33,5186.59,2023-10-31
1276,1276,2023-07-26,2023-08-25,4373.27,445.54,3927.7300000000005,2023-08-30
1277,1277,2023-09-30,2023-10-30,4601.78,446.69,4155.09,2023-11-04
1278,1278,2023-10-13,2023-11-12,6334.98,467.87,5867.11,2023-11-17
1279,1279,2024-04-21,2024-05-21,5933.03,411.68,5521.349999999999,2024-05-26
1280,1280,2023-06-09,2023-07-09,5054.74,390.27,4664.469999999999,2023-07-14
1281,1281,2023-12-09,2024-01-08,4528.66,301.23,4227.43,2024-01-13
1282,1282,2023-08-14,2023-09-13,3709.97,246.41,3463.56,2023-09-18
1283,1283,2024-05-10,2024-06-09,4030.18,418.55,3611.6299999999997,2024-06-14
1284,1284,2024-03-20,2024-04-19,3756.64,425.48,3331.16,2024-04-24
1285,1285,2023-10-05,2023-11-04,6682.17,444.5,6237.67,2023-11-09
1286,1286,2023-12-08,2024-01-07,5133.14,362.48,4770.66,2024-01-12
1287,1287,2023-12-19,2024-01-18,3519.93,382.39,3137.54,2024-01-23
1288,1288,2024-02-11,2024-03-12,5537.55,395.98,5141.57,2024-03-17
1289,1289,2024-03-03,2024-04-02,6997.77,386.3,6611.47,2024-04-07
1290,1290,2023-07-12,2023-08-11,5476.81,285.48,5191.33,2023-08-16
1291,1291,2023-08-29,2023-09-28,5844.66,261.94,5582.72,2023-10-03
1292,1292,2023-09-15,2023-10-15,5709.09,204.23,5504.860000000001,2023-10-20
1293,1293,2023-06-23,2023-07-23,6449.81,380.03,6069.780000000001,2023-07-28
1294,1294,2024-05-08,2024-06-07,3043.01,405.72,2637.29,2024-06-12
1295,1295,2023-11-29,2023-12-29,5950.75,366.29,5584.46,2024-01-03
1296,1296,2023-08-31,2023-09-30,5549.68,363.95,5185.7300000000005,2023-10-05
1297,1297,2024-02-14,2024-03-15,3164.74,259.52,2905.22,2024-03-20
1298,1298,2024-04-21,2024-05-21,6305.29,433.35,5871.94,2024-05-26
1299,1299,2023-08-12,2023-09-11,3859.42,433.53,3425.8900000000003,2023-09-16
1300,1300,2023-06-02,2023-07-02,5867.23,302.17,5565.0599999999995,2023-07-07
1301,1301,2023-11-17,2023-12-17,4983.66,312.19,4671.47,2023-12-22
1302,1302,2023-07-23,2023-08-22,3675.22,383.01,3292.21,2023-08-27
1303,1303,2023-12-30,2024-01-29,6354.7,201.5,6153.2,2024-02-03
1304,1304,2023-11-18,2023-12-18,6997.64,408.61,6589.030000000001,2023-12-23
1305,1305,2023-11-24,2023-12-24,3357.63,368.07,2989.56,2023-12-29
1306,1306,2024-01-20,2024-02-19,6555.59,211.14,6344.45,2024-02-24
1307,1307,2024-05-04,2024-06-03,6999.66,239.83,6759.83,2024-06-08
1308,1308,2023-07-03,2023-08-02,5604.08,262.49,5341.59,2023-08-07
1309,1309,2023-07-28,2023-08-27,6247.66,361.67,5885.99,2023-09-01
1310,1310,2023-08-20,2023-09-19,6635.47,218.91,6416.56,2023-09-24
1311,1311,2023-12-09,2024-01-08,5834.8,303.35,5531.45,2024-01-13
1312,1312,2024-01-18,2024-02-17,3221.95,359.27,2862.68,2024-02-22
1313,1313,2023-12-01,2023-12-31,6210.61,284.03,5926.58,2024-01-05
1314,1314,2023-09-22,2023-10-22,3125.87,285.42,2840.45,2023-10-27
1315,1315,2024-05-17,2024-06-16,4198.56,458.44,3740.1200000000003,2024-06-21
1316,1316,2024-02-15,2024-03-16,5905.3,238.27,5667.03,2024-03-21
1317,1317,2024-02-12,2024-03-13,3117.03,447.88,2669.15,2024-03-18
1318,1318,2024-05-14,2024-06-13,4153.78,309.95,3843.83,2024-06-18
1319,1319,2023-08-10,2023-09-09,6163.27,344.94,5818.330000000001,2023-09-14
1320,1320,2024-04-18,2024-05-18,4260.65,388.63,3872.0199999999995,2024-05-23
1321,1321,2024-01-16,2024-02-15,6228.15,332.07,5896.08,2024-02-20
1322,1322,2023-12-19,2024-01-18,3842.38,340.95,3501.4300000000003,2024-01-23
1323,1323,2023-12-30,2024-01-29,5372.79,291.38,5081.41,2024-02-03
1324,1324,2023-07-03,2023-08-02,3520.45,381.99,3138.46,2023-08-07
1325,1325,2023-08-28,2023-09-27,4300.86,452.52,3848.3399999999997,2023-10-02
1326,1326,2023-09-16,2023-10-16,6631.93,366.84,6265.09,2023-10-21
1327,1327,2023-06-20,2023-07-20,5236.76,305.47,4931.29,2023-07-25
1328,1328,2024-01-18,2024-02-17,3136.74,375.28,2761.46,2024-02-22
1329,1329,2023-11-05,2023-12-05,6532.31,308.04,6224.27,2023-12-10
1330,1330,2024-05-09,2024-06-08,3388.35,419.3,2969.0499999999997,2024-06-13
1331,1331,2023-06-15,2023-07-15,4574.47,454.08,4120.39,2023-07-20
1332,1332,2024-02-04,2024-03-05,5195.9,410.07,4785.83,2024-03-10
1333,1333,2023-07-01,2023-07-31,6880.07,365.81,6514.259999999999,2023-08-05
1334,1334,2024-01-29,2024-02-28,6981.72,462.67,6519.05,2024-03-04
1335,1335,2023-06-25,2023-07-25,5814.96,214.29,5600.67,2023-07-30
1336,1336,2023-12-19,2024-01-18,6185.88,260.19,5925.6900000000005,2024-01-23
1337,1337,2024-01-07,2024-02-06,3167.56,307.89,2859.67,2024-02-11
1338,1338,2023-06-11,2023-07-11,4424.46,423.33,4001.13,2023-07-16
1339,1339,2023-12-29,2024-01-28,5084.48,469.19,4615.29,2024-02-02
1340,1340,2023-06-17,2023-07-17,6932.67,201.26,6731.41,2023-07-22
1341,1341,2023-12-13,2024-01-12,4974.94,425.97,4548.969999999999,2024-01-17
1342,1342,2024-01-27,2024-02-26,6678.47,483.15,6195.320000000001,2024-03-02
1343,1343,2024-03-09,2024-04-08,4793.18,415.8,4377.38,2024-04-13
1344,1344,2023-05-29,2023-06-28,5697.47,405.55,5291.92,2023-07-03
1345,1345,2024-04-05,2024-05-05,3165.18,322.56,2842.62,2024-05-10
1346,1346,2023-06-24,2023-07-24,4618.92,461.74,4157.18,2023-07-29
1347,1347,2024-04-16,2024-05-16,6306.82,475.31,5831.509999999999,2024-05-21
1348,1348,2023-12-26,2024-01-25,5368.86,360.26,5008.599999999999,2024-01-30
1349,1349,2023-08-10,2023-09-09,6714.95,293.23,6421.719999999999,2023-09-14
1350,1350,2023-10-26,2023-11-25,6668.03,469.18,6198.849999999999,2023-11-30
1351,1351,2023-12-20,2024-01-19,6104.63,366.58,5738.05,2024-01-24
1352,1352,2023-12-03,2024-01-02,6917.93,345.14,6572.79,2024-01-07
1353,1353,2024-01-02,2024-02-01,3285.62,335.1,2950.52,2024-02-06
1354,1354,2024-02-03,2024-03-04,4733.98,444.05,4289.929999999999,2024-03-09
1355,1355,2023-06-06,2023-07-06,6890.76,252.5,6638.26,2023-07-11
1356,1356,2023-06-23,2023-07-23,3650.18,260.22,3389.96,2023-07-28
1357,1357,2024-01-10,2024-02-09,5848.06,348.33,5499.7300000000005,2024-02-14
1358,1358,2024-01-25,2024-02-24,5252.55,352.28,4900.27,2024-02-29
1359,1359,2023-12-28,2024-01-27,3941.11,445.38,3495.73,2024-02-01
1360,1360,2024-01-24,2024-02-23,6696.67,294.63,6402.04,2024-02-28
1361,1361,2023-08-15,2023-09-14,3192.51,282.61,2909.9,2023-09-19
1362,1362,2023-05-27,2023-06-26,4699.96,370.35,4329.61,2023-07-01
1363,1363,2023-05-30,2023-06-29,5502.58,414.76,5087.82,2023-07-04
1364,1364,2023-09-23,2023-10-23,3860.18,311.06,3549.12,2023-10-28
1365,1365,2023-11-04,2023-12-04,5334.36,284.58,5049.78,2023-12-09
1366,1366,2024-05-01,2024-05-31,5902.55,319.73,5582.82,2024-06-05
1367,1367,2024-02-10,2024-03-11,4783.3,399.79,4383.51,2024-03-16
1368,1368,2024-03-31,2024-04-30,6414.75,248.8,6165.95,2024-05-05
1369,1369,2023-09-20,2023-10-20,6511.98,400.16,6111.82,2023-10-25
1370,1370,2024-01-26,2024-02-25,3394.84,352.76,3042.08,2024-03-01
1371,1371,2024-01-05,2024-02-04,3859.91,243.11,3616.7999999999997,2024-02-09
1372,1372,2024-02-01,2024-03-02,5315.81,478.33,4837.4800000000005,2024-03-07
1373,1373,2024-01-01,2024-01-31,6104.82,404.15,5700.67,2024-02-05
1374,1374,2023-06-20,2023-07-20,6359.46,477.61,5881.85,2023-07-25
1375,1375,2024-04-21,2024-05-21,4028.61,314.84,3713.77,2024-05-26
1376,1376,2024-03-28,2024-04-27,4602.87,261.06,4341.8099999999995,2024-05-02
1377,1377,2024-03-23,2024-04-22,4084.43,265.18,3819.25,2024-04-27
1378,1378,2024-05-08,2024-06-07,5902.7,392.43,5510.2699999999995,2024-06-12
1379,1379,2024-01-08,2024-02-07,6331.85,305.7,6026.150000000001,2024-02-12
1380,1380,2023-10-10,2023-11-09,3500.09,490.56,3009.53,2023-11-14
1381,1381,2024-05-14,2024-06-13,5683.99,227.37,5456.62,2024-06-18
1382,1382,2023-06-09,2023-07-09,4200.42,203.89,3996.53,2023-07-14
1383,1383,2023-09-17,2023-10-17,6655.83,488.16,6167.67,2023-10-22
1384,1384,2023-06-24,2023-07-24,3069.51,339.89,2729.6200000000003,2023-07-29
1385,1385,2023-06-25,2023-07-25,6519.1,235.35,6283.75,2023-07-30
1386,1386,2024-03-29,2024-04-28,5014.46,281.58,4732.88,2024-05-03
1387,1387,2023-08-18,2023-09-17,4957.84,354.85,4602.99,2023-09-22
1388,1388,2023-08-16,2023-09-15,5590.76,258.77,5331.99,2023-09-20
1389,1389,2024-03-16,2024-04-15,5003.31,324.34,4678.97,2024-04-20
1390,1390,2023-08-09,2023-09-08,3530.67,306.15,3224.52,2023-09-13
1391,1391,2023-10-13,2023-11-12,6138.36,223.11,5915.25,2023-11-17
1392,1392,2023-09-19,2023-10-19,5749.0,498.2,5250.8,2023-10-24
1393,1393,2024-02-05,2024-03-06,6740.39,264.68,6475.71,2024-03-11
1394,1394,2023-09-17,2023-10-17,5331.62,219.97,5111.65,2023-10-22
1395,1395,2023-07-12,2023-08-11,4882.26,307.34,4574.92,2023-08-16
1396,1396,2024-03-15,2024-04-14,5254.74,373.45,4881.29,2024-04-19
1397,1397,2024-02-10,2024-03-11,5073.23,338.79,4734.44,2024-03-16
1398,1398,2023-08-06,2023-09-05,6454.74,282.26,6172.48,2023-09-10
1399,1399,2023-12-05,2024-01-04,5638.85,415.35,5223.5,2024-01-09
1400,1400,2023-08-27,2023-09-26,4638.79,471.36,4167.43,2023-10-01
1401,1401,2023-09-21,2023-10-21,4348.18,319.83,4028.3500000000004,2023-10-26
1402,1402,2024-05-10,2024-06-09,5206.43,432.11,4774.320000000001,2024-06-14
1403,1403,2023-11-29,2023-12-29,4697.32,395.96,4301.36,2024-01-03
1404,1404,2023-11-14,2023-12-14,5473.57,425.31,5048.259999999999,2023-12-19
1405,1405,2024-04-27,2024-05-27,3535.98,446.95,3089.03,2024-06-01
1406,1406,2024-03-28,2024-04-27,6767.41,228.76,6538.65,2024-05-02
1407,1407,2024-03-28,2024-04-27,5136.24,400.56,4735.679999999999,2024-05-02
1408,1408,2023-10-19,2023-11-18,5262.01,267.14,4994.87,2023-11-23
1409,1409,2023-06-18,2023-07-18,3560.89,399.06,3161.83,2023-07-23
1410,1410,2023-12-23,2024-01-22,6493.71,276.92,6216.79,2024-01-27
1411,1411,2023-06-01,2023-07-01,5629.06,425.8,5203.26,2023-07-06
1412,1412,2023-10-19,2023-11-18,5964.03,468.04,5495.99,2023-11-23
1413,1413,2023-10-26,2023-11-25,4480.9,300.07,4180.83,2023-11-30
1414,1414,2023-08-12,2023-09-11,3900.09,490.6,3409.4900000000002,2023-09-16
1415,1415,2023-06-04,2023-07-04,5778.12,203.65,5574.47,2023-07-09
1416,1416,2023-10-30,2023-11-29,3748.45,279.03,3469.42,2023-12-04
1417,1417,2023-07-13,2023-08-12,5639.58,399.15,5240.43,2023-08-17
1418,1418,2023-10-15,2023-11-14,4554.19,385.31,4168.879999999999,2023-11-19
1419,1419,2023-09-30,2023-10-30,3838.21,344.15,3494.06,2023-11-04
1420,1420,2024-02-10,2024-03-11,4690.73,324.31,4366.419999999999,2024-03-16
1421,1421,2023-11-28,2023-12-28,6275.17,369.62,5905.55,2024-01-02
1422,1422,2023-10-15,2023-11-14,3100.05,249.77,2850.28,2023-11-19
1423,1423,2023-05-29,2023-06-28,5052.19,420.13,4632.0599999999995,2023-07-03
1424,1424,2023-12-08,2024-01-07,3627.92,329.95,3297.9700000000003,2024-01-12
1425,1425,2024-05-12,2024-06-11,4114.44,296.58,3817.8599999999997,2024-06-16
1426,1426,2024-02-23,2024-03-24,6711.64,471.81,6239.83,2024-03-29
1427,1427,2023-06-21,2023-07-21,3854.67,382.52,3472.15,2023-07-26
1428,1428,2023-07-12,2023-08-11,4569.48,387.35,4182.129999999999,2023-08-16
1429,1429,2024-03-30,2024-04-29,3479.37,273.63,3205.74,2024-05-04
1430,1430,2024-01-21,2024-02-20,5575.01,290.32,5284.6900000000005,2024-02-25
1431,1431,2023-10-20,2023-11-19,6031.52,225.62,5805.900000000001,2023-11-24
1432,1432,2023-09-18,2023-10-18,3655.66,393.13,3262.5299999999997,2023-10-23
1433,1433,2023-09-24,2023-10-24,5495.41,327.24,5168.17,2023-10-29
1434,1434,2024-04-10,2024-05-10,6849.48,204.6,6644.879999999999,2024-05-15
1435,1435,2023-08-31,2023-09-30,5817.27,382.89,5434.38,2023-10-05
1436,1436,2023-08-29,2023-09-28,3253.82,276.37,2977.4500000000003,2023-10-03
1437,1437,2023-09-09,2023-10-09,6988.73,299.65,6689.08,2023-10-14
1438,1438,2024-03-01,2024-03-31,5750.47,442.75,5307.72,2024-04-05
1439,1439,2023-09-17,2023-10-17,6660.42,473.19,6187.2300000000005,2023-10-22
1440,1440,2023-08-24,2023-09-23,6795.56,303.11,6492.450000000001,2023-09-28
1441,1441,2023-10-06,2023-11-05,4827.11,474.99,4352.12,2023-11-10
1442,1442,2023-06-08,2023-07-08,6562.2,356.11,6206.09,2023-07-13
1443,1443,2024-04-02,2024-05-02,5391.25,329.31,5061.94,2024-05-07
1444,1444,2024-04-11,2024-05-11,3722.41,399.73,3322.68,2024-05-16
1445,1445,2024-03-16,2024-04-15,6735.33,488.31,6247.0199999999995,2024-04-20
1446,1446,2023-07-29,2023-08-28,4131.0,331.51,3799.49,2023-09-02
1447,1447,2024-02-16,2024-03-17,6734.31,267.87,6466.4400000000005,2024-03-22
1448,1448,2023-12-19,2024-01-18,4942.96,438.87,4504.09,2024-01-23
1449,1449,2023-09-14,2023-10-14,5972.87,366.75,5606.12,2023-10-19
1450,1450,2023-12-09,2024-01-08,3016.18,429.12,2587.06,2024-01-13
1451,1451,2023-11-17,2023-12-17,3496.78,298.88,3197.9,2023-12-22
1452,1452,2024-05-18,2024-06-17,3242.93,375.86,2867.0699999999997,2024-06-22
1453,1453,2024-03-20,2024-04-19,4071.0,438.16,3632.84,2024-04-24
1454,1454,2024-03-10,2024-04-09,5200.42,374.65,4825.77,2024-04-14
1455,1455,2023-07-15,2023-08-14,3834.32,384.95,3449.3700000000003,2023-08-19
1456,1456,2023-11-10,2023-12-10,6523.63,413.16,6110.47,2023-12-15
1457,1457,2023-11-07,2023-12-07,3983.68,417.23,3566.45,2023-12-12
1458,1458,2023-08-25,2023-09-24,6054.83,296.68,5758.15,2023-09-29
1459,1459,2024-04-24,2024-05-24,5451.44,491.77,4959.67,2024-05-29
1460,1460,2023-07-09,2023-08-08,3192.7,242.46,2950.24,2023-08-13
1461,1461,2024-01-17,2024-02-16,4512.59,299.95,4212.64,2024-02-21
1462,1462,2023-11-13,2023-12-13,4462.11,351.12,4110.99,2023-12-18
1463,1463,2024-04-12,2024-05-12,4026.42,293.59,3732.83,2024-05-17
1464,1464,2024-04-14,2024-05-14,6137.82,243.28,5894.54,2024-05-19
1465,1465,2024-03-25,2024-04-24,5643.91,490.46,5153.45,2024-04-29
1466,1466,2023-11-11,2023-12-11,3394.07,356.42,3037.65,2023-12-16
1467,1467,2023-12-30,2024-01-29,4544.89,324.27,4220.620000000001,2024-02-03
1468,1468,2023-06-27,2023-07-27,4502.23,424.07,4078.1599999999994,2023-08-01
1469,1469,2024-04-04,2024-05-04,6929.34,396.24,6533.1,2024-05-09
1470,1470,2023-11-28,2023-12-28,5979.14,428.19,5550.950000000001,2024-01-02
1471,1471,2023-09-08,2023-10-08,6776.77,368.23,6408.540000000001,2023-10-13
1472,1472,2023-06-15,2023-07-15,6584.31,361.33,6222.9800000000005,2023-07-20
1473,1473,2023-05-31,2023-06-30,6174.13,255.07,5919.06,2023-07-05
1474,1474,2023-07-27,2023-08-26,4701.5,420.96,4280.54,2023-08-31
1475,1475,2024-03-07,2024-04-06,6679.25,212.54,6466.71,2024-04-11
1476,1476,2024-05-07,2024-06-06,3568.2,377.76,3190.4399999999996,2024-06-11
1477,1477,2023-05-25,2023-06-24,5507.49,388.7,5118.79,2023-06-29
1478,1478,2023-09-04,2023-10-04,4181.56,459.97,3721.59,2023-10-09
1479,1479,2024-03-12,2024-04-11,4807.17,231.51,4575.66,2024-04-16
1480,1480,2023-09-27,2023-10-27,3813.07,231.47,3581.6000000000004,2023-11-01
1481,1481,2024-05-15,2024-06-14,5551.79,334.52,5217.27,2024-06-19
1482,1482,2023-08-29,2023-09-28,5728.44,262.76,5465.679999999999,2023-10-03
1483,1483,2023-07-14,2023-08-13,3976.95,425.12,3551.83,2023-08-18
1484,1484,2023-06-05,2023-07-05,4148.47,260.75,3887.7200000000003,2023-07-10
1485,1485,2023-07-02,2023-08-01,5801.79,220.07,5581.72,2023-08-06
1486,1486,2023-12-11,2024-01-10,3505.59,388.5,3117.09,2024-01-15
1487,1487,2023-08-08,2023-09-07,6448.16,319.57,6128.59,2023-09-12
1488,1488,2023-08-01,2023-08-31,3682.96,435.85,3247.11,2023-09-05
1489,1489,2024-03-31,2024-04-30,3667.36,417.25,3250.11,2024-05-05
1490,1490,2023-09-07,2023-10-07,4683.26,315.9,4367.360000000001,2023-10-12
1491,1491,2024-05-04,2024-06-03,6417.26,404.37,6012.89,2024-06-08
1492,1492,2023-12-12,2024-01-11,4846.19,476.15,4370.04,2024-01-16
1493,1493,2023-05-28,2023-06-27,3110.09,207.45,2902.6400000000003,2023-07-02
1494,1494,2023-12-03,2024-01-02,3933.61,398.5,3535.11,2024-01-07
1495,1495,2023-10-27,2023-11-26,6853.11,274.84,6578.2699999999995,2023-12-01
1496,1496,2023-08-06,2023-09-05,5392.73,238.27,5154.459999999999,2023-09-10
1497,1497,2023-10-19,2023-11-18,6157.18,225.81,5931.37,2023-11-23
1498,1498,2023-08-29,2023-09-28,3444.71,356.24,3088.4700000000003,2023-10-03
1499,1499,2023-07-15,2023-08-14,3688.2,200.19,3488.0099999999998,2023-08-19
1500,1500,2023-07-25,2023-08-24,4487.75,361.19,4126.56,2023-08-29
1501,1501,2023-08-29,2023-09-28,6047.52,200.09,5847.43,2023-10-03
1502,1502,2024-03-23,2024-04-22,5051.17,355.54,4695.63,2024-04-27
1503,1503,2023-10-30,2023-11-29,6340.23,299.52,6040.709999999999,2023-12-04
1504,1504,2023-07-08,2023-08-07,5549.83,294.8,5255.03,2023-08-12
1505,1505,2024-02-14,2024-03-15,5132.69,412.88,4719.8099999999995,2024-03-20
1506,1506,2023-05-31,2023-06-30,4688.02,299.05,4388.97,2023-07-05
1507,1507,2023-07-18,2023-08-17,5322.81,327.88,4994.93,2023-08-22
1508,1508,2023-10-11,2023-11-10,3466.67,328.27,3138.4,2023-11-15
1509,1509,2023-08-23,2023-09-22,6508.31,286.79,6221.52,2023-09-27
1510,1510,2023-12-01,2023-12-31,6510.18,236.97,6273.21,2024-01-05
1511,1511,2023-05-25,2023-06-24,6656.58,234.3,6422.28,2023-06-29
1512,1512,2023-11-13,2023-12-13,6574.89,475.47,6099.42,2023-12-18
1513,1513,2023-09-04,2023-10-04,4760.34,238.37,4521.97,2023-10-09
1514,1514,2023-11-23,2023-12-23,4568.91,473.41,4095.5,2023-12-28
1515,1515,2024-04-25,2024-05-25,3623.06,273.6,3349.46,2024-05-30
1516,1516,2023-07-18,2023-08-17,6001.67,297.53,5704.14,2023-08-22
1517,1517,2023-06-04,2023-07-04,4798.49,350.3,4448.19,2023-07-09
1518,1518,2023-06-08,2023-07-08,3965.63,356.27,3609.36,2023-07-13
1519,1519,2023-09-29,2023-10-29,4809.35,479.03,4330.320000000001,2023-11-03
1520,1520,2024-04-18,2024-05-18,5830.14,488.63,5341.51,2024-05-23
1521,1521,2023-10-31,2023-11-30,4482.2,464.67,4017.5299999999997,2023-12-05
1522,1522,2023-11-23,2023-12-23,6225.67,221.82,6003.85,2023-12-28
1523,1523,2024-01-31,2024-03-01,3836.07,447.51,3388.5600000000004,2024-03-06
1524,1524,2024-04-18,2024-05-18,4711.94,378.93,4333.009999999999,2024-05-23
1525,1525,2024-03-26,2024-04-25,6337.64,404.92,5932.72,2024-04-30
