SessionID,EmployeeID,CompanyID,LoginTime,LogoutTime
10013,1692,34,2023-11-13 01:25:53.273347,2023-11-13 02:13:53.273347
10014,1654,34,2023-08-13 18:18:46.515419,2023-08-13 19:48:46.515419
10015,1694,34,2024-01-05 19:30:03.945851,2024-01-05 21:00:03.945851
10016,1677,34,2023-12-18 10:26:28.677968,2023-12-18 12:06:28.677968
10017,1688,34,2024-01-18 11:23:16.601378,2024-01-18 12:20:16.601378
10018,1698,34,2024-05-22 16:30:34.945919,2024-05-22 16:43:34.945919
10019,1658,34,2023-10-20 14:59:14.655530,2023-10-20 15:53:14.655530
10020,1682,34,2023-10-28 19:38:32.429132,2023-10-28 19:43:32.429132
10021,1652,34,2023-07-02 21:17:06.617094,2023-07-02 22:08:06.617094
10022,1697,34,2023-12-06 16:41:33.524433,2023-12-06 17:54:33.524433
10023,1681,34,2023-06-24 14:06:14.261481,2023-06-24 15:49:14.261481
10024,1680,34,2023-10-18 18:37:17.564346,2023-10-18 19:12:17.564346
10025,1660,34,2024-04-07 04:45:54.072607,2024-04-07 06:04:54.072607
10026,1653,34,2024-05-07 21:38:43.193190,2024-05-07 22:13:43.193190
10027,1666,34,2024-01-10 13:58:36.410588,2024-01-10 15:50:36.410588
10028,1651,34,2024-01-28 19:00:44.261376,2024-01-28 20:17:44.261376
10029,1654,34,2024-02-24 00:12:59.990400,2024-02-24 01:58:59.990400
10030,1652,34,2023-06-09 05:47:04.013089,2023-06-09 07:36:04.013089
10031,1691,34,2024-04-12 13:15:08.142715,2024-04-12 14:46:08.142715
10032,1674,34,2024-02-15 11:48:24.954471,2024-02-15 13:11:24.954471
10033,1672,34,2024-04-12 05:56:06.267457,2024-04-12 07:01:06.267457
10034,1676,34,2023-12-15 23:05:04.676725,2023-12-15 23:55:04.676725
10035,1656,34,2023-12-26 16:36:36.449936,2023-12-26 17:44:36.449936
10036,1661,34,2024-03-02 03:12:02.861542,2024-03-02 03:45:02.861542
10037,1671,34,2023-07-04 09:26:15.768146,2023-07-04 10:07:15.768146
10038,1675,34,2024-01-28 05:43:02.437539,2024-01-28 07:03:02.437539
10039,1670,34,2023-12-19 18:13:13.321416,2023-12-19 18:54:13.321416
10040,1694,34,2023-12-25 13:25:48.736525,2023-12-25 13:30:48.736525
10041,1658,34,2023-09-26 20:02:37.741696,2023-09-26 21:31:37.741696
10042,1684,34,2023-10-13 09:57:46.684691,2023-10-13 10:39:46.684691
10043,1677,34,2024-04-24 07:47:42.002339,2024-04-24 07:58:42.002339
10044,1676,34,2023-12-21 00:48:38.590469,2023-12-21 01:50:38.590469
10045,1678,34,2023-09-16 21:31:49.766107,2023-09-16 22:05:49.766107
10046,1658,34,2023-06-07 10:25:03.215856,2023-06-07 11:34:03.215856
10047,1658,34,2023-07-15 09:02:08.387654,2023-07-15 09:26:08.387654
10048,1674,34,2023-06-07 08:52:46.385735,2023-06-07 09:12:46.385735
10049,1691,34,2023-09-04 00:06:45.872363,2023-09-04 01:51:45.872363
10050,1693,34,2023-12-15 18:32:52.739189,2023-12-15 18:43:52.739189
10051,1673,34,2023-09-23 17:21:50.864184,2023-09-23 17:26:50.864184
10052,1652,34,2023-12-20 04:51:28.937526,2023-12-20 05:35:28.937526
10053,1684,34,2023-12-10 18:11:14.596164,2023-12-10 19:19:14.596164
10054,1695,34,2023-08-25 21:03:51.037738,2023-08-25 22:25:51.037738
10055,1676,34,2024-02-09 21:06:00.440511,2024-02-09 23:06:00.440511
10056,1678,34,2023-11-15 00:51:32.396907,2023-11-15 02:00:32.396907
10057,1675,34,2023-11-16 05:49:54.238892,2023-11-16 06:50:54.238892
10058,1696,34,2023-11-23 23:45:35.951070,2023-11-24 00:20:35.951070
10059,1676,34,2024-05-19 10:20:24.476333,2024-05-19 10:38:24.476333
10060,1667,34,2024-03-21 04:51:11.377512,2024-03-21 06:39:11.377512
10061,1670,34,2023-08-27 17:36:43.177676,2023-08-27 18:04:43.177676
10062,1694,34,2023-10-01 07:16:39.846362,2023-10-01 07:34:39.846362
10063,1652,34,2023-08-20 10:15:03.944695,2023-08-20 11:15:03.944695
10064,1664,34,2023-09-27 21:53:01.125084,2023-09-27 23:30:01.125084
10065,1678,34,2023-10-21 19:18:05.423349,2023-10-21 20:33:05.423349
10066,1699,34,2023-08-11 18:09:12.026337,2023-08-11 18:36:12.026337
10067,1654,34,2023-12-05 00:50:53.801138,2023-12-05 02:47:53.801138
10068,1654,34,2024-03-29 12:33:34.918292,2024-03-29 12:53:34.918292
10069,1698,34,2024-01-07 11:16:30.608864,2024-01-07 11:34:30.608864
10070,1652,34,2023-12-27 04:54:01.614390,2023-12-27 05:44:01.614390
10071,1670,34,2023-10-25 04:40:05.474162,2023-10-25 06:01:05.474162
10072,1667,34,2023-06-10 23:54:42.881440,2023-06-11 00:46:42.881440
10073,1651,34,2023-06-03 05:30:45.287024,2023-06-03 05:43:45.287024
10074,1681,34,2023-12-08 06:24:32.036406,2023-12-08 07:27:32.036406
10075,1658,34,2024-01-26 04:59:27.601862,2024-01-26 05:38:27.601862
10076,1666,34,2024-01-21 09:30:06.553342,2024-01-21 10:22:06.553342
10077,1686,34,2023-12-21 16:58:55.457522,2023-12-21 18:42:55.457522
10078,1676,34,2023-11-07 01:00:34.980644,2023-11-07 01:26:34.980644
10079,1682,34,2024-03-20 14:44:42.273691,2024-03-20 14:58:42.273691
10080,1683,34,2024-04-03 03:35:03.212472,2024-04-03 03:57:03.212472
10081,1651,34,2024-03-05 07:50:14.538378,2024-03-05 08:29:14.538378
10082,1688,34,2023-06-08 18:29:48.136066,2023-06-08 19:15:48.136066
10083,1681,34,2023-12-23 19:01:52.673456,2023-12-23 20:23:52.673456
10084,1700,34,2024-02-25 11:02:21.334418,2024-02-25 12:49:21.334418
10085,1674,34,2023-09-12 21:24:31.900715,2023-09-12 23:12:31.900715
10086,1675,34,2023-08-29 10:26:29.930780,2023-08-29 10:31:29.930780
10087,1687,34,2023-12-16 05:09:11.432780,2023-12-16 06:08:11.432780
10088,1655,34,2024-03-14 06:03:08.961227,2024-03-14 07:11:08.961227
10089,1681,34,2023-12-03 18:08:00.836190,2023-12-03 19:20:00.836190
10090,1670,34,2023-11-03 23:59:55.739014,2023-11-04 00:59:55.739014
10091,1663,34,2024-04-12 05:18:16.650013,2024-04-12 06:08:16.650013
10092,1698,34,2024-03-24 11:29:26.341688,2024-03-24 11:46:26.341688
10093,1677,34,2024-02-17 06:40:15.820586,2024-02-17 06:58:15.820586
10094,1695,34,2024-02-05 22:03:29.000427,2024-02-05 22:38:29.000427
10095,1673,34,2024-01-20 08:24:51.330220,2024-01-20 10:09:51.330220
10096,1696,34,2024-01-07 11:44:30.453011,2024-01-07 12:02:30.453011
10097,1688,34,2023-08-08 20:21:07.883970,2023-08-08 21:20:07.883970
10098,1662,34,2023-07-07 11:57:32.117790,2023-07-07 13:40:32.117790
10099,1669,34,2023-08-22 21:42:19.511095,2023-08-22 22:41:19.511095
10100,1689,34,2024-05-10 09:11:40.560123,2024-05-10 09:29:40.560123
10101,1675,34,2023-07-24 23:26:12.516259,2023-07-24 23:50:12.516259
10102,1660,34,2024-03-02 22:17:00.113019,2024-03-02 23:13:00.113019
10103,1684,34,2023-08-26 02:22:24.079899,2023-08-26 04:01:24.079899
10104,1671,34,2023-10-29 14:32:48.147784,2023-10-29 14:58:48.147784
10105,1663,34,2023-12-18 03:07:26.416146,2023-12-18 03:42:26.416146
10106,1652,34,2023-10-27 13:56:55.713471,2023-10-27 14:24:55.713471
10107,1654,34,2024-04-18 12:01:55.069663,2024-04-18 12:23:55.069663
10108,1665,34,2024-05-07 11:03:03.718793,2024-05-07 11:21:03.718793
10109,1694,34,2023-10-27 09:04:35.687266,2023-10-27 10:58:35.687266
10110,1684,34,2023-11-18 03:41:18.541725,2023-11-18 05:20:18.541725
10111,1670,34,2023-12-28 14:45:59.388526,2023-12-28 14:51:59.388526
10112,1696,34,2023-11-01 19:53:45.210045,2023-11-01 20:04:45.210045
10113,1695,34,2024-05-15 13:46:23.188223,2024-05-15 14:14:23.188223
10114,1692,34,2024-01-12 14:31:37.161374,2024-01-12 16:23:37.161374
10115,1683,34,2024-01-05 14:52:34.082143,2024-01-05 15:13:34.082143
10116,1685,34,2023-08-03 03:22:38.135968,2023-08-03 04:04:38.135968
10117,1697,34,2023-06-30 11:17:52.832997,2023-06-30 13:08:52.832997
10118,1669,34,2023-06-18 17:32:47.853760,2023-06-18 19:14:47.853760
10119,1693,34,2023-09-04 21:03:18.842536,2023-09-04 21:24:18.842536
10120,1673,34,2023-08-08 03:30:52.928449,2023-08-08 04:34:52.928449
10121,1656,34,2023-09-13 15:03:22.327715,2023-09-13 16:10:22.327715
10122,1672,34,2023-12-30 05:13:21.454296,2023-12-30 05:29:21.454296
10123,1657,34,2024-02-06 08:09:15.470546,2024-02-06 09:27:15.470546
10124,1676,34,2024-04-26 07:42:31.219582,2024-04-26 07:59:31.219582
10125,1677,34,2024-02-08 02:45:05.632662,2024-02-08 04:42:05.632662
10126,1666,34,2024-01-12 12:58:42.386867,2024-01-12 13:49:42.386867
10127,1656,34,2023-09-13 11:38:26.207308,2023-09-13 12:19:26.207308
10128,1688,34,2024-04-01 20:54:17.177576,2024-04-01 22:10:17.177576
10129,1698,34,2024-03-20 20:52:21.629631,2024-03-20 22:12:21.629631
10130,1673,34,2024-03-01 09:38:52.316098,2024-03-01 10:02:52.316098
10131,1662,34,2024-02-18 02:29:43.462401,2024-02-18 04:03:43.462401
10132,1694,34,2024-02-18 02:25:37.830746,2024-02-18 04:11:37.830746
10133,1672,34,2024-03-11 14:28:44.920916,2024-03-11 15:11:44.920916
10134,1684,34,2023-12-19 13:54:12.796060,2023-12-19 14:29:12.796060
10135,1654,34,2023-09-02 21:42:51.628118,2023-09-02 22:24:51.628118
10136,1655,34,2023-09-12 04:28:50.033434,2023-09-12 05:55:50.033434
10137,1668,34,2024-05-06 03:41:54.875836,2024-05-06 05:13:54.875836
10138,1697,34,2023-07-29 17:33:02.993809,2023-07-29 18:24:02.993809
10139,1657,34,2023-11-12 21:37:04.249073,2023-11-12 23:09:04.249073
10140,1690,34,2023-06-14 22:02:56.776062,2023-06-14 22:27:56.776062
10141,1692,34,2023-12-14 22:18:10.401114,2023-12-14 22:26:10.401114
10142,1682,34,2023-11-22 12:46:48.473216,2023-11-22 14:28:48.473216
10143,1673,34,2023-09-08 23:25:09.022029,2023-09-08 23:35:09.022029
10144,1660,34,2023-06-13 06:14:26.750939,2023-06-13 06:37:26.750939
10145,1688,34,2023-09-16 16:10:36.055151,2023-09-16 16:17:36.055151
10146,1660,34,2023-12-17 18:38:56.810531,2023-12-17 19:25:56.810531
10147,1694,34,2024-03-02 13:31:57.564617,2024-03-02 15:10:57.564617
10148,1697,34,2023-06-11 03:08:21.915537,2023-06-11 04:13:21.915537
10149,1679,34,2023-07-10 12:06:47.198323,2023-07-10 13:07:47.198323
10150,1699,34,2023-11-12 09:54:28.161190,2023-11-12 11:11:28.161190
10151,1682,34,2024-03-14 06:20:46.919122,2024-03-14 06:49:46.919122
10152,1700,34,2024-03-12 15:38:57.572933,2024-03-12 17:14:57.572933
10153,1677,34,2024-02-10 22:49:20.361235,2024-02-10 23:41:20.361235
10154,1656,34,2023-09-19 18:15:45.707697,2023-09-19 20:15:45.707697
10155,1695,34,2024-05-03 20:57:37.651309,2024-05-03 21:47:37.651309
10156,1692,34,2024-01-05 07:28:35.372733,2024-01-05 08:20:35.372733
10157,1654,34,2023-06-20 00:59:35.254468,2023-06-20 01:48:35.254468
10158,1664,34,2023-09-07 04:57:40.402588,2023-09-07 05:30:40.402588
10159,1674,34,2023-11-25 07:40:58.198910,2023-11-25 09:19:58.198910
10160,1685,34,2023-06-16 09:48:04.681616,2023-06-16 10:01:04.681616
10161,1676,34,2024-04-16 11:02:34.345690,2024-04-16 11:26:34.345690
10162,1696,34,2023-10-30 00:19:00.016431,2023-10-30 01:14:00.016431
10163,1656,34,2023-12-07 15:42:16.747783,2023-12-07 16:59:16.747783
10164,1658,34,2023-06-10 18:02:30.577866,2023-06-10 18:12:30.577866
10165,1654,34,2023-08-31 19:26:51.091660,2023-08-31 20:41:51.091660
10166,1669,34,2023-10-09 13:30:23.748011,2023-10-09 14:50:23.748011
10167,1659,34,2023-12-24 23:42:43.049032,2023-12-24 23:52:43.049032
10168,1670,34,2023-12-01 08:51:00.907721,2023-12-01 09:57:00.907721
10169,1700,34,2024-01-30 05:20:32.715138,2024-01-30 05:39:32.715138
10170,1689,34,2023-08-03 15:25:50.636298,2023-08-03 15:51:50.636298
10171,1672,34,2023-12-04 16:56:01.191836,2023-12-04 17:31:01.191836
10172,1661,34,2023-10-18 00:10:19.623030,2023-10-18 00:33:19.623030
10173,1697,34,2024-01-03 06:32:08.865357,2024-01-03 07:20:08.865357
10174,1689,34,2024-02-16 12:11:38.153055,2024-02-16 12:52:38.153055
10175,1655,34,2023-10-01 05:50:11.025683,2023-10-01 07:33:11.025683
10176,1656,34,2023-10-09 09:43:47.055561,2023-10-09 10:20:47.055561
10177,1654,34,2023-12-18 18:02:34.398652,2023-12-18 18:10:34.398652
10178,1670,34,2024-03-22 18:26:47.735231,2024-03-22 19:26:47.735231
10179,1676,34,2024-01-10 17:33:10.096055,2024-01-10 19:22:10.096055
10180,1669,34,2024-02-21 23:06:04.861096,2024-02-22 00:37:04.861096
10181,1691,34,2024-02-13 07:44:11.033251,2024-02-13 08:13:11.033251
10182,1688,34,2023-12-26 12:02:07.867986,2023-12-26 12:31:07.867986
10183,1674,34,2024-01-12 01:31:35.957584,2024-01-12 02:06:35.957584
10184,1661,34,2023-07-25 04:13:22.866045,2023-07-25 04:21:22.866045
10185,1662,34,2024-01-10 10:53:24.434777,2024-01-10 11:04:24.434777
10186,1651,34,2024-02-16 12:45:55.364989,2024-02-16 13:18:55.364989
10187,1678,34,2023-06-23 16:40:27.920475,2023-06-23 17:32:27.920475
10188,1668,34,2023-06-01 03:04:24.693116,2023-06-01 04:07:24.693116
10189,1684,34,2024-02-11 05:57:29.064659,2024-02-11 07:53:29.064659
10190,1695,34,2024-03-29 17:20:26.224599,2024-03-29 17:57:26.224599
10191,1671,34,2023-06-09 16:52:56.180473,2023-06-09 17:43:56.180473
10192,1662,34,2023-12-19 17:02:10.401867,2023-12-19 18:03:10.401867
10193,1683,34,2024-02-09 03:59:06.844739,2024-02-09 04:17:06.844739
10194,1678,34,2024-04-14 02:24:54.659600,2024-04-14 02:36:54.659600
10195,1683,34,2023-10-15 23:45:56.167382,2023-10-16 00:36:56.167382
10196,1678,34,2023-10-20 15:44:34.594765,2023-10-20 17:42:34.594765
10197,1651,34,2023-12-25 18:45:05.967173,2023-12-25 20:11:05.967173
10198,1672,34,2024-01-23 07:47:52.780871,2024-01-23 08:36:52.780871
10199,1653,34,2023-06-08 12:00:49.074995,2023-06-08 13:14:49.074995
10200,1692,34,2023-11-13 15:07:58.414690,2023-11-13 16:52:58.414690
10201,1732,35,2023-09-17 08:41:13.251022,2023-09-17 10:25:13.251022
10202,1729,35,2023-06-05 09:10:14.896567,2023-06-05 11:00:14.896567
10203,1703,35,2024-03-05 05:17:44.013875,2024-03-05 06:25:44.013875
10204,1741,35,2023-10-19 19:56:33.532088,2023-10-19 21:53:33.532088
10205,1739,35,2023-12-23 13:55:49.772278,2023-12-23 14:21:49.772278
10206,1728,35,2024-02-09 23:35:33.449138,2024-02-10 00:43:33.449138
10207,1717,35,2023-06-08 05:07:08.304452,2023-06-08 06:12:08.304452
10208,1709,35,2023-07-13 23:10:43.170326,2023-07-13 23:50:43.170326
10209,1735,35,2024-04-09 11:54:10.016444,2024-04-09 13:15:10.016444
10210,1730,35,2023-10-18 21:28:59.717674,2023-10-18 22:42:59.717674
10211,1745,35,2023-06-02 05:55:55.913854,2023-06-02 07:45:55.913854
10212,1745,35,2024-05-19 15:38:24.573764,2024-05-19 15:58:24.573764
10213,1703,35,2024-03-18 07:37:46.928860,2024-03-18 08:29:46.928860
10214,1722,35,2023-09-27 13:01:14.311357,2023-09-27 15:01:14.311357
10215,1737,35,2023-06-29 15:37:45.662606,2023-06-29 16:46:45.662606
10216,1746,35,2023-12-17 04:13:57.583479,2023-12-17 04:23:57.583479
10217,1747,35,2023-09-05 11:19:28.991799,2023-09-05 12:03:28.991799
10218,1744,35,2023-06-29 02:41:11.253358,2023-06-29 04:36:11.253358
10219,1716,35,2023-12-19 01:43:55.603218,2023-12-19 03:19:55.603218
10220,1749,35,2023-06-10 18:09:02.098631,2023-06-10 20:05:02.098631
10221,1712,35,2024-03-06 07:26:53.409966,2024-03-06 08:14:53.409966
10222,1723,35,2023-12-18 16:00:27.178898,2023-12-18 17:25:27.178898
10223,1705,35,2023-08-23 10:56:30.339910,2023-08-23 11:30:30.339910
10224,1750,35,2023-11-05 16:17:03.433900,2023-11-05 16:53:03.433900
10225,1740,35,2023-06-20 00:23:28.322652,2023-06-20 00:33:28.322652
10226,1726,35,2023-06-18 11:25:02.211901,2023-06-18 12:38:02.211901
10227,1710,35,2023-09-02 22:17:01.266550,2023-09-02 22:54:01.266550
10228,1703,35,2023-10-14 12:54:33.408469,2023-10-14 14:22:33.408469
10229,1724,35,2023-10-23 21:20:47.050634,2023-10-23 22:59:47.050634
10230,1704,35,2024-01-14 22:31:38.427641,2024-01-14 23:01:38.427641
10231,1703,35,2024-03-08 14:00:01.711039,2024-03-08 15:33:01.711039
10232,1740,35,2023-09-18 13:28:49.332625,2023-09-18 14:46:49.332625
10233,1721,35,2023-08-18 19:54:49.606981,2023-08-18 21:24:49.606981
10234,1721,35,2023-11-13 19:30:42.505867,2023-11-13 20:51:42.505867
10235,1721,35,2023-11-20 10:34:41.104915,2023-11-20 11:03:41.104915
10236,1739,35,2024-01-25 14:52:56.761791,2024-01-25 15:15:56.761791
10237,1716,35,2023-10-22 00:56:58.131066,2023-10-22 02:03:58.131066
10238,1743,35,2023-07-04 13:29:01.078073,2023-07-04 13:49:01.078073
10239,1715,35,2024-02-23 04:04:07.961558,2024-02-23 05:09:07.961558
10240,1704,35,2023-06-23 08:11:49.318946,2023-06-23 09:55:49.318946
10241,1745,35,2024-02-16 04:39:49.801721,2024-02-16 05:04:49.801721
10242,1723,35,2023-06-21 07:58:46.024906,2023-06-21 08:57:46.024906
10243,1732,35,2024-03-27 00:02:49.365406,2024-03-27 00:14:49.365406
10244,1709,35,2023-08-22 01:16:43.216613,2023-08-22 03:06:43.216613
10245,1713,35,2023-07-07 01:58:49.240766,2023-07-07 03:45:49.240766
10246,1736,35,2024-03-07 07:44:59.229233,2024-03-07 08:11:59.229233
10247,1706,35,2023-07-21 07:24:18.831402,2023-07-21 07:34:18.831402
10248,1706,35,2023-08-30 04:42:40.820992,2023-08-30 05:50:40.820992
10249,1717,35,2024-04-14 14:14:30.635508,2024-04-14 16:06:30.635508
10250,1749,35,2024-04-05 12:57:56.355560,2024-04-05 13:38:56.355560
10251,1701,35,2023-10-07 19:17:29.549042,2023-10-07 19:29:29.549042
10252,1733,35,2023-06-05 06:24:25.526991,2023-06-05 07:34:25.526991
10253,1738,35,2023-08-24 11:40:24.643606,2023-08-24 13:40:24.643606
10254,1724,35,2023-11-03 07:10:10.487451,2023-11-03 08:53:10.487451
10255,1727,35,2023-11-15 15:09:23.862212,2023-11-15 16:40:23.862212
10256,1717,35,2024-01-26 07:43:08.902930,2024-01-26 08:14:08.902930
10257,1718,35,2023-11-06 08:51:37.902447,2023-11-06 09:18:37.902447
10258,1716,35,2023-10-16 08:34:35.861990,2023-10-16 09:17:35.861990
10259,1738,35,2023-07-14 12:28:01.529706,2023-07-14 13:17:01.529706
10260,1735,35,2024-01-01 01:20:58.170979,2024-01-01 02:02:58.170979
10261,1709,35,2024-03-08 14:01:27.982442,2024-03-08 15:27:27.982442
10262,1733,35,2023-09-26 03:40:43.519408,2023-09-26 05:13:43.519408
10263,1719,35,2023-10-25 15:00:53.555958,2023-10-25 15:06:53.555958
10264,1742,35,2024-02-25 09:26:46.201042,2024-02-25 09:49:46.201042
10265,1734,35,2024-03-21 19:39:42.654094,2024-03-21 21:27:42.654094
10266,1702,35,2024-02-27 19:55:55.236077,2024-02-27 20:40:55.236077
10267,1749,35,2023-08-01 05:00:22.709525,2023-08-01 05:25:22.709525
10268,1733,35,2023-10-02 10:06:14.420991,2023-10-02 11:31:14.420991
10269,1737,35,2024-05-16 06:41:24.430973,2024-05-16 08:22:24.430973
10270,1730,35,2024-05-16 18:58:01.927722,2024-05-16 19:10:01.927722
10271,1746,35,2024-04-03 07:12:30.790453,2024-04-03 07:49:30.790453
10272,1709,35,2024-01-28 23:49:22.178819,2024-01-29 00:22:22.178819
10273,1713,35,2023-07-05 04:03:21.524317,2023-07-05 05:14:21.524317
10274,1730,35,2023-10-25 05:47:19.870290,2023-10-25 06:21:19.870290
10275,1742,35,2024-01-23 15:00:11.031337,2024-01-23 16:27:11.031337
10276,1708,35,2024-03-15 21:55:48.470343,2024-03-15 22:12:48.470343
10277,1725,35,2024-01-13 20:01:00.899688,2024-01-13 21:59:00.899688
10278,1738,35,2024-03-07 12:21:44.788915,2024-03-07 12:36:44.788915
10279,1726,35,2023-06-10 22:17:26.032930,2023-06-10 22:50:26.032930
10280,1716,35,2023-08-25 08:02:32.129409,2023-08-25 09:15:32.129409
10281,1708,35,2024-03-17 11:48:58.396186,2024-03-17 13:33:58.396186
10282,1747,35,2023-07-04 13:36:28.462036,2023-07-04 14:53:28.462036
10283,1716,35,2023-12-24 05:52:04.366993,2023-12-24 07:44:04.366993
10284,1709,35,2024-03-29 22:58:16.908709,2024-03-30 00:53:16.908709
10285,1701,35,2023-11-13 06:05:12.359591,2023-11-13 07:08:12.359591
10286,1744,35,2023-12-31 22:46:42.264974,2024-01-01 00:31:42.264974
10287,1749,35,2024-05-09 21:18:17.561158,2024-05-09 21:58:17.561158
10288,1710,35,2024-04-19 00:56:03.032370,2024-04-19 02:55:03.032370
10289,1735,35,2023-06-05 00:43:20.264436,2023-06-05 01:24:20.264436
10290,1723,35,2023-07-17 06:33:26.748530,2023-07-17 07:11:26.748530
10291,1750,35,2024-01-23 01:06:03.396367,2024-01-23 02:30:03.396367
10292,1726,35,2023-09-11 06:01:38.741111,2023-09-11 07:04:38.741111
10293,1718,35,2023-06-23 03:53:06.954008,2023-06-23 05:03:06.954008
10294,1731,35,2023-09-08 05:12:37.048299,2023-09-08 05:27:37.048299
10295,1708,35,2024-05-10 17:45:36.283951,2024-05-10 18:52:36.283951
10296,1715,35,2024-03-18 19:39:13.575120,2024-03-18 21:14:13.575120
10297,1712,35,2023-12-19 06:53:39.035096,2023-12-19 07:42:39.035096
10298,1743,35,2024-04-15 02:56:46.711403,2024-04-15 04:50:46.711403
10299,1711,35,2023-12-26 20:20:53.675876,2023-12-26 20:56:53.675876
10300,1705,35,2023-06-30 17:55:53.642147,2023-06-30 19:45:53.642147
10301,1707,35,2023-10-25 19:25:15.143237,2023-10-25 20:10:15.143237
10302,1726,35,2023-11-26 13:24:53.840118,2023-11-26 13:44:53.840118
10303,1708,35,2023-10-10 14:00:14.229198,2023-10-10 14:07:14.229198
10304,1708,35,2024-02-14 01:53:49.398135,2024-02-14 03:25:49.398135
10305,1705,35,2023-09-08 12:01:14.197705,2023-09-08 12:11:14.197705
10306,1750,35,2023-07-07 17:21:37.262653,2023-07-07 18:35:37.262653
10307,1740,35,2023-07-29 13:10:44.320970,2023-07-29 14:45:44.320970
10308,1747,35,2023-09-18 23:26:40.981420,2023-09-19 00:22:40.981420
10309,1746,35,2023-12-25 03:02:11.890622,2023-12-25 04:40:11.890622
10310,1710,35,2024-02-03 16:50:03.540567,2024-02-03 18:38:03.540567
10311,1730,35,2023-06-03 21:53:06.894228,2023-06-03 23:03:06.894228
10312,1748,35,2023-12-16 02:35:47.294368,2023-12-16 03:30:47.294368
10313,1725,35,2024-03-15 09:50:06.192439,2024-03-15 10:52:06.192439
10314,1733,35,2023-12-07 07:44:16.578620,2023-12-07 09:14:16.578620
10315,1727,35,2023-10-31 03:30:08.181326,2023-10-31 04:26:08.181326
10316,1735,35,2024-05-07 22:21:06.885704,2024-05-07 22:36:06.885704
10317,1725,35,2024-04-27 13:26:11.448238,2024-04-27 13:49:11.448238
10318,1740,35,2024-05-01 09:24:19.922777,2024-05-01 10:30:19.922777
10319,1739,35,2024-01-07 23:28:17.586996,2024-01-07 23:44:17.586996
10320,1704,35,2023-07-13 11:56:15.871822,2023-07-13 12:51:15.871822
10321,1722,35,2023-11-06 11:04:09.394833,2023-11-06 12:02:09.394833
10322,1740,35,2024-04-28 09:40:07.131861,2024-04-28 11:09:07.131861
10323,1749,35,2024-02-20 03:10:57.970961,2024-02-20 04:46:57.970961
10324,1739,35,2023-12-13 17:10:10.135273,2023-12-13 18:46:10.135273
10325,1740,35,2024-04-04 16:25:08.116621,2024-04-04 18:01:08.116621
10326,1709,35,2023-09-17 16:11:08.265181,2023-09-17 17:39:08.265181
10327,1705,35,2024-01-15 06:41:15.690965,2024-01-15 07:09:15.690965
10328,1733,35,2024-02-07 21:02:01.831074,2024-02-07 22:08:01.831074
10329,1736,35,2024-02-15 15:49:20.381034,2024-02-15 17:43:20.381034
10330,1731,35,2024-01-04 21:03:27.872350,2024-01-04 21:47:27.872350
10331,1731,35,2023-10-22 23:08:39.351363,2023-10-23 01:03:39.351363
10332,1739,35,2023-10-25 00:18:58.738569,2023-10-25 02:14:58.738569
10333,1749,35,2023-09-26 04:53:59.707335,2023-09-26 05:51:59.707335
10334,1739,35,2023-09-01 11:05:50.477518,2023-09-01 11:34:50.477518
10335,1707,35,2024-01-10 18:23:34.149367,2024-01-10 19:05:34.149367
10336,1711,35,2024-01-29 06:56:01.298037,2024-01-29 07:41:01.298037
10337,1708,35,2023-10-07 06:20:02.179886,2023-10-07 08:11:02.179886
10338,1708,35,2023-12-22 06:18:15.863802,2023-12-22 07:21:15.863802
10339,1720,35,2023-10-01 12:20:13.411664,2023-10-01 13:09:13.411664
10340,1720,35,2023-08-12 14:04:53.293611,2023-08-12 14:40:53.293611
10341,1742,35,2024-05-13 06:46:46.119569,2024-05-13 07:37:46.119569
10342,1736,35,2024-02-25 14:46:19.544979,2024-02-25 16:42:19.544979
10343,1720,35,2024-02-06 02:09:40.817997,2024-02-06 03:49:40.817997
10344,1715,35,2023-06-02 23:59:34.255204,2023-06-03 01:41:34.255204
10345,1711,35,2024-01-28 07:01:26.783964,2024-01-28 08:47:26.783964
10346,1736,35,2023-10-12 05:06:24.045619,2023-10-12 05:59:24.045619
10347,1728,35,2023-11-29 11:47:01.421947,2023-11-29 13:34:01.421947
10348,1704,35,2024-04-29 14:50:32.924387,2024-04-29 14:55:32.924387
10349,1725,35,2023-08-28 02:10:54.616264,2023-08-28 03:13:54.616264
10350,1706,35,2023-07-24 09:33:24.670054,2023-07-24 10:10:24.670054
10351,1704,35,2024-02-08 21:55:08.746123,2024-02-08 23:30:08.746123
10352,1728,35,2023-12-08 01:14:18.907393,2023-12-08 02:11:18.907393
10353,1729,35,2023-07-03 00:22:08.340064,2023-07-03 02:17:08.340064
10354,1706,35,2023-10-22 12:59:34.945228,2023-10-22 14:19:34.945228
10355,1709,35,2024-04-13 00:03:55.727868,2024-04-13 01:11:55.727868
10356,1706,35,2023-10-21 11:25:02.260094,2023-10-21 11:39:02.260094
10357,1719,35,2024-04-12 08:38:03.466731,2024-04-12 09:29:03.466731
10358,1729,35,2023-11-25 13:25:02.890104,2023-11-25 13:48:02.890104
10359,1740,35,2024-04-06 02:56:59.209007,2024-04-06 04:27:59.209007
10360,1738,35,2024-02-07 08:43:41.734707,2024-02-07 10:39:41.734707
10361,1719,35,2024-03-02 03:59:52.021198,2024-03-02 04:54:52.021198
